date,City,State,Year,month1,Month,Year-Month,Num_reviews
2020-03-31,Chicago,Illinois,2020,3,03,2020-03,52
2020-03-31,Hawaii,Hawaii,2020,3,03,2020-03,106
2020-03-31,Las Vegas,Nevada,2020,3,03,2020-03,68
2020-03-31,Los Angeles,California,2020,3,03,2020-03,296
2020-03-31,New York,New York,2020,3,03,2020-03,186
2020-04-01,Chicago,Illinois,2020,4,04,2020-04,30
2020-04-01,Hawaii,Hawaii,2020,4,04,2020-04,64
2020-04-01,Las Vegas,Nevada,2020,4,04,2020-04,54
2020-04-01,Los Angeles,California,2020,4,04,2020-04,170
2020-04-01,New York,New York,2020,4,04,2020-04,108
2020-04-02,Chicago,Illinois,2020,4,04,2020-04,14
2020-04-02,Hawaii,Hawaii,2020,4,04,2020-04,35
2020-04-02,Las Vegas,Nevada,2020,4,04,2020-04,37
2020-04-02,Los Angeles,California,2020,4,04,2020-04,108
2020-04-02,New York,New York,2020,4,04,2020-04,57
2020-04-03,Chicago,Illinois,2020,4,04,2020-04,20
2020-04-03,Hawaii,Hawaii,2020,4,04,2020-04,30
2020-04-03,Las Vegas,Nevada,2020,4,04,2020-04,41
2020-04-03,Los Angeles,California,2020,4,04,2020-04,141
2020-04-03,New York,New York,2020,4,04,2020-04,61
2020-04-04,Chicago,Illinois,2020,4,04,2020-04,30
2020-04-04,Hawaii,Hawaii,2020,4,04,2020-04,34
2020-04-04,Las Vegas,Nevada,2020,4,04,2020-04,46
2020-04-04,Los Angeles,California,2020,4,04,2020-04,144
2020-04-04,New York,New York,2020,4,04,2020-04,85
2020-04-05,Chicago,Illinois,2020,4,04,2020-04,36
2020-04-05,Hawaii,Hawaii,2020,4,04,2020-04,40
2020-04-05,Las Vegas,Nevada,2020,4,04,2020-04,57
2020-04-05,Los Angeles,California,2020,4,04,2020-04,179
2020-04-05,New York,New York,2020,4,04,2020-04,81
2020-04-06,Chicago,Illinois,2020,4,04,2020-04,22
2020-04-06,Hawaii,Hawaii,2020,4,04,2020-04,40
2020-04-06,Las Vegas,Nevada,2020,4,04,2020-04,47
2020-04-06,Los Angeles,California,2020,4,04,2020-04,133
2020-04-06,New York,New York,2020,4,04,2020-04,63
2020-04-07,Chicago,Illinois,2020,4,04,2020-04,17
2020-04-07,Hawaii,Hawaii,2020,4,04,2020-04,22
2020-04-07,Las Vegas,Nevada,2020,4,04,2020-04,34
2020-04-07,Los Angeles,California,2020,4,04,2020-04,102
2020-04-07,New York,New York,2020,4,04,2020-04,46
2020-04-08,Chicago,Illinois,2020,4,04,2020-04,26
2020-04-08,Hawaii,Hawaii,2020,4,04,2020-04,28
2020-04-08,Las Vegas,Nevada,2020,4,04,2020-04,39
2020-04-08,Los Angeles,California,2020,4,04,2020-04,99
2020-04-08,New York,New York,2020,4,04,2020-04,52
2020-04-09,Chicago,Illinois,2020,4,04,2020-04,17
2020-04-09,Hawaii,Hawaii,2020,4,04,2020-04,21
2020-04-09,Las Vegas,Nevada,2020,4,04,2020-04,42
2020-04-09,Los Angeles,California,2020,4,04,2020-04,108
2020-04-09,New York,New York,2020,4,04,2020-04,52
2020-04-10,Chicago,Illinois,2020,4,04,2020-04,26
2020-04-10,Hawaii,Hawaii,2020,4,04,2020-04,25
2020-04-10,Las Vegas,Nevada,2020,4,04,2020-04,57
2020-04-10,Los Angeles,California,2020,4,04,2020-04,125
2020-04-10,New York,New York,2020,4,04,2020-04,49
2020-04-11,Chicago,Illinois,2020,4,04,2020-04,22
2020-04-11,Hawaii,Hawaii,2020,4,04,2020-04,20
2020-04-11,Las Vegas,Nevada,2020,4,04,2020-04,45
2020-04-11,Los Angeles,California,2020,4,04,2020-04,131
2020-04-11,New York,New York,2020,4,04,2020-04,54
2020-04-12,Chicago,Illinois,2020,4,04,2020-04,38
2020-04-12,Hawaii,Hawaii,2020,4,04,2020-04,23
2020-04-12,Las Vegas,Nevada,2020,4,04,2020-04,61
2020-04-12,Los Angeles,California,2020,4,04,2020-04,150
2020-04-12,New York,New York,2020,4,04,2020-04,81
2020-04-13,Chicago,Illinois,2020,4,04,2020-04,25
2020-04-13,Hawaii,Hawaii,2020,4,04,2020-04,32
2020-04-13,Las Vegas,Nevada,2020,4,04,2020-04,34
2020-04-13,Los Angeles,California,2020,4,04,2020-04,120
2020-04-13,New York,New York,2020,4,04,2020-04,66
2020-04-14,Chicago,Illinois,2020,4,04,2020-04,19
2020-04-14,Hawaii,Hawaii,2020,4,04,2020-04,18
2020-04-14,Las Vegas,Nevada,2020,4,04,2020-04,35
2020-04-14,Los Angeles,California,2020,4,04,2020-04,87
2020-04-14,New York,New York,2020,4,04,2020-04,40
2020-04-15,Chicago,Illinois,2020,4,04,2020-04,25
2020-04-15,Hawaii,Hawaii,2020,4,04,2020-04,25
2020-04-15,Las Vegas,Nevada,2020,4,04,2020-04,48
2020-04-15,Los Angeles,California,2020,4,04,2020-04,116
2020-04-15,New York,New York,2020,4,04,2020-04,62
2020-04-16,Chicago,Illinois,2020,4,04,2020-04,24
2020-04-16,Hawaii,Hawaii,2020,4,04,2020-04,16
2020-04-16,Las Vegas,Nevada,2020,4,04,2020-04,36
2020-04-16,Los Angeles,California,2020,4,04,2020-04,110
2020-04-16,New York,New York,2020,4,04,2020-04,52
2020-04-17,Chicago,Illinois,2020,4,04,2020-04,20
2020-04-17,Hawaii,Hawaii,2020,4,04,2020-04,21
2020-04-17,Las Vegas,Nevada,2020,4,04,2020-04,59
2020-04-17,Los Angeles,California,2020,4,04,2020-04,139
2020-04-17,New York,New York,2020,4,04,2020-04,70
2020-04-18,Chicago,Illinois,2020,4,04,2020-04,24
2020-04-18,Hawaii,Hawaii,2020,4,04,2020-04,19
2020-04-18,Las Vegas,Nevada,2020,4,04,2020-04,37
2020-04-18,Los Angeles,California,2020,4,04,2020-04,127
2020-04-18,New York,New York,2020,4,04,2020-04,84
2020-04-19,Chicago,Illinois,2020,4,04,2020-04,43
2020-04-19,Hawaii,Hawaii,2020,4,04,2020-04,22
2020-04-19,Las Vegas,Nevada,2020,4,04,2020-04,77
2020-04-19,Los Angeles,California,2020,4,04,2020-04,201
2020-04-19,New York,New York,2020,4,04,2020-04,84
2020-04-20,Chicago,Illinois,2020,4,04,2020-04,46
2020-04-20,Hawaii,Hawaii,2020,4,04,2020-04,30
2020-04-20,Las Vegas,Nevada,2020,4,04,2020-04,46
2020-04-20,Los Angeles,California,2020,4,04,2020-04,159
2020-04-20,New York,New York,2020,4,04,2020-04,68
2020-04-21,Chicago,Illinois,2020,4,04,2020-04,34
2020-04-21,Hawaii,Hawaii,2020,4,04,2020-04,9
2020-04-21,Las Vegas,Nevada,2020,4,04,2020-04,45
2020-04-21,Los Angeles,California,2020,4,04,2020-04,135
2020-04-21,New York,New York,2020,4,04,2020-04,60
2020-04-22,Chicago,Illinois,2020,4,04,2020-04,27
2020-04-22,Hawaii,Hawaii,2020,4,04,2020-04,15
2020-04-22,Las Vegas,Nevada,2020,4,04,2020-04,57
2020-04-22,Los Angeles,California,2020,4,04,2020-04,107
2020-04-22,New York,New York,2020,4,04,2020-04,48
2020-04-23,Chicago,Illinois,2020,4,04,2020-04,19
2020-04-23,Hawaii,Hawaii,2020,4,04,2020-04,13
2020-04-23,Las Vegas,Nevada,2020,4,04,2020-04,47
2020-04-23,Los Angeles,California,2020,4,04,2020-04,109
2020-04-23,New York,New York,2020,4,04,2020-04,49
2020-04-24,Chicago,Illinois,2020,4,04,2020-04,26
2020-04-24,Hawaii,Hawaii,2020,4,04,2020-04,19
2020-04-24,Las Vegas,Nevada,2020,4,04,2020-04,58
2020-04-24,Los Angeles,California,2020,4,04,2020-04,163
2020-04-24,New York,New York,2020,4,04,2020-04,63
2020-04-25,Chicago,Illinois,2020,4,04,2020-04,26
2020-04-25,Hawaii,Hawaii,2020,4,04,2020-04,8
2020-04-25,Las Vegas,Nevada,2020,4,04,2020-04,56
2020-04-25,Los Angeles,California,2020,4,04,2020-04,154
2020-04-25,New York,New York,2020,4,04,2020-04,72
2020-04-26,Chicago,Illinois,2020,4,04,2020-04,40
2020-04-26,Hawaii,Hawaii,2020,4,04,2020-04,18
2020-04-26,Las Vegas,Nevada,2020,4,04,2020-04,82
2020-04-26,Los Angeles,California,2020,4,04,2020-04,278
2020-04-26,New York,New York,2020,4,04,2020-04,78
2020-04-27,Chicago,Illinois,2020,4,04,2020-04,41
2020-04-27,Hawaii,Hawaii,2020,4,04,2020-04,5
2020-04-27,Las Vegas,Nevada,2020,4,04,2020-04,71
2020-04-27,Los Angeles,California,2020,4,04,2020-04,188
2020-04-27,New York,New York,2020,4,04,2020-04,63
2020-04-28,Chicago,Illinois,2020,4,04,2020-04,16
2020-04-28,Hawaii,Hawaii,2020,4,04,2020-04,8
2020-04-28,Las Vegas,Nevada,2020,4,04,2020-04,57
2020-04-28,Los Angeles,California,2020,4,04,2020-04,134
2020-04-28,New York,New York,2020,4,04,2020-04,44
2020-04-29,Chicago,Illinois,2020,4,04,2020-04,35
2020-04-29,Hawaii,Hawaii,2020,4,04,2020-04,11
2020-04-29,Las Vegas,Nevada,2020,4,04,2020-04,52
2020-04-29,Los Angeles,California,2020,4,04,2020-04,126
2020-04-29,New York,New York,2020,4,04,2020-04,51
2020-04-30,Chicago,Illinois,2020,4,04,2020-04,52
2020-04-30,Hawaii,Hawaii,2020,4,04,2020-04,30
2020-04-30,Las Vegas,Nevada,2020,4,04,2020-04,92
2020-04-30,Los Angeles,California,2020,4,04,2020-04,273
2020-04-30,New York,New York,2020,4,04,2020-04,131
2020-05-01,Chicago,Illinois,2020,5,05,2020-05,43
2020-05-01,Hawaii,Hawaii,2020,5,05,2020-05,23
2020-05-01,Las Vegas,Nevada,2020,5,05,2020-05,91
2020-05-01,Los Angeles,California,2020,5,05,2020-05,218
2020-05-01,New York,New York,2020,5,05,2020-05,108
2020-05-02,Chicago,Illinois,2020,5,05,2020-05,45
2020-05-02,Hawaii,Hawaii,2020,5,05,2020-05,16
2020-05-02,Las Vegas,Nevada,2020,5,05,2020-05,68
2020-05-02,Los Angeles,California,2020,5,05,2020-05,172
2020-05-02,New York,New York,2020,5,05,2020-05,105
2020-05-03,Chicago,Illinois,2020,5,05,2020-05,65
2020-05-03,Hawaii,Hawaii,2020,5,05,2020-05,19
2020-05-03,Las Vegas,Nevada,2020,5,05,2020-05,120
2020-05-03,Los Angeles,California,2020,5,05,2020-05,293
2020-05-03,New York,New York,2020,5,05,2020-05,108
2020-05-04,Chicago,Illinois,2020,5,05,2020-05,38
2020-05-04,Hawaii,Hawaii,2020,5,05,2020-05,14
2020-05-04,Las Vegas,Nevada,2020,5,05,2020-05,93
2020-05-04,Los Angeles,California,2020,5,05,2020-05,223
2020-05-04,New York,New York,2020,5,05,2020-05,78
2020-05-05,Chicago,Illinois,2020,5,05,2020-05,18
2020-05-05,Hawaii,Hawaii,2020,5,05,2020-05,10
2020-05-05,Las Vegas,Nevada,2020,5,05,2020-05,62
2020-05-05,Los Angeles,California,2020,5,05,2020-05,136
2020-05-05,New York,New York,2020,5,05,2020-05,56
2020-05-06,Chicago,Illinois,2020,5,05,2020-05,32
2020-05-06,Hawaii,Hawaii,2020,5,05,2020-05,6
2020-05-06,Las Vegas,Nevada,2020,5,05,2020-05,73
2020-05-06,Los Angeles,California,2020,5,05,2020-05,173
2020-05-06,New York,New York,2020,5,05,2020-05,53
2020-05-07,Chicago,Illinois,2020,5,05,2020-05,40
2020-05-07,Hawaii,Hawaii,2020,5,05,2020-05,11
2020-05-07,Las Vegas,Nevada,2020,5,05,2020-05,82
2020-05-07,Los Angeles,California,2020,5,05,2020-05,176
2020-05-07,New York,New York,2020,5,05,2020-05,70
2020-05-08,Chicago,Illinois,2020,5,05,2020-05,45
2020-05-08,Hawaii,Hawaii,2020,5,05,2020-05,4
2020-05-08,Las Vegas,Nevada,2020,5,05,2020-05,88
2020-05-08,Los Angeles,California,2020,5,05,2020-05,215
2020-05-08,New York,New York,2020,5,05,2020-05,71
2020-05-09,Chicago,Illinois,2020,5,05,2020-05,47
2020-05-09,Hawaii,Hawaii,2020,5,05,2020-05,11
2020-05-09,Las Vegas,Nevada,2020,5,05,2020-05,75
2020-05-09,Los Angeles,California,2020,5,05,2020-05,239
2020-05-09,New York,New York,2020,5,05,2020-05,86
2020-05-10,Chicago,Illinois,2020,5,05,2020-05,72
2020-05-10,Hawaii,Hawaii,2020,5,05,2020-05,9
2020-05-10,Las Vegas,Nevada,2020,5,05,2020-05,137
2020-05-10,Los Angeles,California,2020,5,05,2020-05,349
2020-05-10,New York,New York,2020,5,05,2020-05,129
2020-05-11,Chicago,Illinois,2020,5,05,2020-05,55
2020-05-11,Hawaii,Hawaii,2020,5,05,2020-05,3
2020-05-11,Las Vegas,Nevada,2020,5,05,2020-05,117
2020-05-11,Los Angeles,California,2020,5,05,2020-05,241
2020-05-11,New York,New York,2020,5,05,2020-05,86
2020-05-12,Chicago,Illinois,2020,5,05,2020-05,31
2020-05-12,Hawaii,Hawaii,2020,5,05,2020-05,10
2020-05-12,Las Vegas,Nevada,2020,5,05,2020-05,66
2020-05-12,Los Angeles,California,2020,5,05,2020-05,155
2020-05-12,New York,New York,2020,5,05,2020-05,64
2020-05-13,Chicago,Illinois,2020,5,05,2020-05,30
2020-05-13,Hawaii,Hawaii,2020,5,05,2020-05,3
2020-05-13,Las Vegas,Nevada,2020,5,05,2020-05,64
2020-05-13,Los Angeles,California,2020,5,05,2020-05,176
2020-05-13,New York,New York,2020,5,05,2020-05,66
2020-05-14,Chicago,Illinois,2020,5,05,2020-05,23
2020-05-14,Hawaii,Hawaii,2020,5,05,2020-05,6
2020-05-14,Las Vegas,Nevada,2020,5,05,2020-05,97
2020-05-14,Los Angeles,California,2020,5,05,2020-05,188
2020-05-14,New York,New York,2020,5,05,2020-05,78
2020-05-15,Chicago,Illinois,2020,5,05,2020-05,48
2020-05-15,Hawaii,Hawaii,2020,5,05,2020-05,10
2020-05-15,Las Vegas,Nevada,2020,5,05,2020-05,101
2020-05-15,Los Angeles,California,2020,5,05,2020-05,258
2020-05-15,New York,New York,2020,5,05,2020-05,77
2020-05-16,Chicago,Illinois,2020,5,05,2020-05,48
2020-05-16,Hawaii,Hawaii,2020,5,05,2020-05,15
2020-05-16,Las Vegas,Nevada,2020,5,05,2020-05,64
2020-05-16,Los Angeles,California,2020,5,05,2020-05,230
2020-05-16,New York,New York,2020,5,05,2020-05,97
2020-05-17,Chicago,Illinois,2020,5,05,2020-05,74
2020-05-17,Hawaii,Hawaii,2020,5,05,2020-05,18
2020-05-17,Las Vegas,Nevada,2020,5,05,2020-05,167
2020-05-17,Los Angeles,California,2020,5,05,2020-05,435
2020-05-17,New York,New York,2020,5,05,2020-05,114
2020-05-18,Chicago,Illinois,2020,5,05,2020-05,50
2020-05-18,Hawaii,Hawaii,2020,5,05,2020-05,14
2020-05-18,Las Vegas,Nevada,2020,5,05,2020-05,117
2020-05-18,Los Angeles,California,2020,5,05,2020-05,316
2020-05-18,New York,New York,2020,5,05,2020-05,100
2020-05-19,Chicago,Illinois,2020,5,05,2020-05,27
2020-05-19,Hawaii,Hawaii,2020,5,05,2020-05,13
2020-05-19,Las Vegas,Nevada,2020,5,05,2020-05,73
2020-05-19,Los Angeles,California,2020,5,05,2020-05,193
2020-05-19,New York,New York,2020,5,05,2020-05,52
2020-05-20,Chicago,Illinois,2020,5,05,2020-05,46
2020-05-20,Hawaii,Hawaii,2020,5,05,2020-05,9
2020-05-20,Las Vegas,Nevada,2020,5,05,2020-05,94
2020-05-20,Los Angeles,California,2020,5,05,2020-05,209
2020-05-20,New York,New York,2020,5,05,2020-05,81
2020-05-21,Chicago,Illinois,2020,5,05,2020-05,27
2020-05-21,Hawaii,Hawaii,2020,5,05,2020-05,9
2020-05-21,Las Vegas,Nevada,2020,5,05,2020-05,97
2020-05-21,Los Angeles,California,2020,5,05,2020-05,217
2020-05-21,New York,New York,2020,5,05,2020-05,64
2020-05-22,Chicago,Illinois,2020,5,05,2020-05,34
2020-05-22,Hawaii,Hawaii,2020,5,05,2020-05,7
2020-05-22,Las Vegas,Nevada,2020,5,05,2020-05,133
2020-05-22,Los Angeles,California,2020,5,05,2020-05,251
2020-05-22,New York,New York,2020,5,05,2020-05,86
2020-05-23,Chicago,Illinois,2020,5,05,2020-05,26
2020-05-23,Hawaii,Hawaii,2020,5,05,2020-05,12
2020-05-23,Las Vegas,Nevada,2020,5,05,2020-05,83
2020-05-23,Los Angeles,California,2020,5,05,2020-05,269
2020-05-23,New York,New York,2020,5,05,2020-05,84
2020-05-24,Chicago,Illinois,2020,5,05,2020-05,33
2020-05-24,Hawaii,Hawaii,2020,5,05,2020-05,19
2020-05-24,Las Vegas,Nevada,2020,5,05,2020-05,164
2020-05-24,Los Angeles,California,2020,5,05,2020-05,442
2020-05-24,New York,New York,2020,5,05,2020-05,145
2020-05-25,Chicago,Illinois,2020,5,05,2020-05,65
2020-05-25,Hawaii,Hawaii,2020,5,05,2020-05,13
2020-05-25,Las Vegas,Nevada,2020,5,05,2020-05,284
2020-05-25,Los Angeles,California,2020,5,05,2020-05,591
2020-05-25,New York,New York,2020,5,05,2020-05,148
2020-05-26,Chicago,Illinois,2020,5,05,2020-05,37
2020-05-26,Hawaii,Hawaii,2020,5,05,2020-05,10
2020-05-26,Las Vegas,Nevada,2020,5,05,2020-05,133
2020-05-26,Los Angeles,California,2020,5,05,2020-05,313
2020-05-26,New York,New York,2020,5,05,2020-05,112
2020-05-27,Chicago,Illinois,2020,5,05,2020-05,21
2020-05-27,Hawaii,Hawaii,2020,5,05,2020-05,8
2020-05-27,Las Vegas,Nevada,2020,5,05,2020-05,84
2020-05-27,Los Angeles,California,2020,5,05,2020-05,250
2020-05-27,New York,New York,2020,5,05,2020-05,107
2020-05-28,Chicago,Illinois,2020,5,05,2020-05,30
2020-05-28,Hawaii,Hawaii,2020,5,05,2020-05,10
2020-05-28,Las Vegas,Nevada,2020,5,05,2020-05,106
2020-05-28,Los Angeles,California,2020,5,05,2020-05,244
2020-05-28,New York,New York,2020,5,05,2020-05,85
2020-05-29,Chicago,Illinois,2020,5,05,2020-05,34
2020-05-29,Hawaii,Hawaii,2020,5,05,2020-05,7
2020-05-29,Las Vegas,Nevada,2020,5,05,2020-05,115
2020-05-29,Los Angeles,California,2020,5,05,2020-05,318
2020-05-29,New York,New York,2020,5,05,2020-05,126
2020-05-30,Chicago,Illinois,2020,5,05,2020-05,40
2020-05-30,Hawaii,Hawaii,2020,5,05,2020-05,13
2020-05-30,Las Vegas,Nevada,2020,5,05,2020-05,97
2020-05-30,Los Angeles,California,2020,5,05,2020-05,307
2020-05-30,New York,New York,2020,5,05,2020-05,111
2020-05-31,Chicago,Illinois,2020,5,05,2020-05,88
2020-05-31,Hawaii,Hawaii,2020,5,05,2020-05,29
2020-05-31,Las Vegas,Nevada,2020,5,05,2020-05,261
2020-05-31,Los Angeles,California,2020,5,05,2020-05,675
2020-05-31,New York,New York,2020,5,05,2020-05,276
2020-06-01,Chicago,Illinois,2020,6,06,2020-06,62
2020-06-01,Hawaii,Hawaii,2020,6,06,2020-06,21
2020-06-01,Las Vegas,Nevada,2020,6,06,2020-06,165
2020-06-01,Los Angeles,California,2020,6,06,2020-06,408
2020-06-01,New York,New York,2020,6,06,2020-06,161
2020-06-02,Chicago,Illinois,2020,6,06,2020-06,43
2020-06-02,Hawaii,Hawaii,2020,6,06,2020-06,8
2020-06-02,Las Vegas,Nevada,2020,6,06,2020-06,108
2020-06-02,Los Angeles,California,2020,6,06,2020-06,251
2020-06-02,New York,New York,2020,6,06,2020-06,86
2020-06-03,Chicago,Illinois,2020,6,06,2020-06,39
2020-06-03,Hawaii,Hawaii,2020,6,06,2020-06,10
2020-06-03,Las Vegas,Nevada,2020,6,06,2020-06,78
2020-06-03,Los Angeles,California,2020,6,06,2020-06,217
2020-06-03,New York,New York,2020,6,06,2020-06,100
2020-06-04,Chicago,Illinois,2020,6,06,2020-06,45
2020-06-04,Hawaii,Hawaii,2020,6,06,2020-06,18
2020-06-04,Las Vegas,Nevada,2020,6,06,2020-06,114
2020-06-04,Los Angeles,California,2020,6,06,2020-06,249
2020-06-04,New York,New York,2020,6,06,2020-06,86
2020-06-05,Chicago,Illinois,2020,6,06,2020-06,37
2020-06-05,Hawaii,Hawaii,2020,6,06,2020-06,19
2020-06-05,Las Vegas,Nevada,2020,6,06,2020-06,142
2020-06-05,Los Angeles,California,2020,6,06,2020-06,270
2020-06-05,New York,New York,2020,6,06,2020-06,107
2020-06-06,Chicago,Illinois,2020,6,06,2020-06,52
2020-06-06,Hawaii,Hawaii,2020,6,06,2020-06,12
2020-06-06,Las Vegas,Nevada,2020,6,06,2020-06,98
2020-06-06,Los Angeles,California,2020,6,06,2020-06,285
2020-06-06,New York,New York,2020,6,06,2020-06,119
2020-06-07,Chicago,Illinois,2020,6,06,2020-06,79
2020-06-07,Hawaii,Hawaii,2020,6,06,2020-06,27
2020-06-07,Las Vegas,Nevada,2020,6,06,2020-06,275
2020-06-07,Los Angeles,California,2020,6,06,2020-06,480
2020-06-07,New York,New York,2020,6,06,2020-06,202
2020-06-08,Chicago,Illinois,2020,6,06,2020-06,74
2020-06-08,Hawaii,Hawaii,2020,6,06,2020-06,15
2020-06-08,Las Vegas,Nevada,2020,6,06,2020-06,196
2020-06-08,Los Angeles,California,2020,6,06,2020-06,337
2020-06-08,New York,New York,2020,6,06,2020-06,143
2020-06-09,Chicago,Illinois,2020,6,06,2020-06,34
2020-06-09,Hawaii,Hawaii,2020,6,06,2020-06,15
2020-06-09,Las Vegas,Nevada,2020,6,06,2020-06,97
2020-06-09,Los Angeles,California,2020,6,06,2020-06,227
2020-06-09,New York,New York,2020,6,06,2020-06,85
2020-06-10,Chicago,Illinois,2020,6,06,2020-06,42
2020-06-10,Hawaii,Hawaii,2020,6,06,2020-06,13
2020-06-10,Las Vegas,Nevada,2020,6,06,2020-06,124
2020-06-10,Los Angeles,California,2020,6,06,2020-06,295
2020-06-10,New York,New York,2020,6,06,2020-06,120
2020-06-11,Chicago,Illinois,2020,6,06,2020-06,38
2020-06-11,Hawaii,Hawaii,2020,6,06,2020-06,16
2020-06-11,Las Vegas,Nevada,2020,6,06,2020-06,153
2020-06-11,Los Angeles,California,2020,6,06,2020-06,299
2020-06-11,New York,New York,2020,6,06,2020-06,96
2020-06-12,Chicago,Illinois,2020,6,06,2020-06,64
2020-06-12,Hawaii,Hawaii,2020,6,06,2020-06,16
2020-06-12,Las Vegas,Nevada,2020,6,06,2020-06,177
2020-06-12,Los Angeles,California,2020,6,06,2020-06,350
2020-06-12,New York,New York,2020,6,06,2020-06,129
2020-06-13,Chicago,Illinois,2020,6,06,2020-06,51
2020-06-13,Hawaii,Hawaii,2020,6,06,2020-06,11
2020-06-13,Las Vegas,Nevada,2020,6,06,2020-06,125
2020-06-13,Los Angeles,California,2020,6,06,2020-06,308
2020-06-13,New York,New York,2020,6,06,2020-06,160
2020-06-14,Chicago,Illinois,2020,6,06,2020-06,113
2020-06-14,Hawaii,Hawaii,2020,6,06,2020-06,21
2020-06-14,Las Vegas,Nevada,2020,6,06,2020-06,381
2020-06-14,Los Angeles,California,2020,6,06,2020-06,655
2020-06-14,New York,New York,2020,6,06,2020-06,238
2020-06-15,Chicago,Illinois,2020,6,06,2020-06,98
2020-06-15,Hawaii,Hawaii,2020,6,06,2020-06,12
2020-06-15,Las Vegas,Nevada,2020,6,06,2020-06,271
2020-06-15,Los Angeles,California,2020,6,06,2020-06,469
2020-06-15,New York,New York,2020,6,06,2020-06,208
2020-06-16,Chicago,Illinois,2020,6,06,2020-06,52
2020-06-16,Hawaii,Hawaii,2020,6,06,2020-06,13
2020-06-16,Las Vegas,Nevada,2020,6,06,2020-06,134
2020-06-16,Los Angeles,California,2020,6,06,2020-06,283
2020-06-16,New York,New York,2020,6,06,2020-06,106
2020-06-17,Chicago,Illinois,2020,6,06,2020-06,33
2020-06-17,Hawaii,Hawaii,2020,6,06,2020-06,15
2020-06-17,Las Vegas,Nevada,2020,6,06,2020-06,155
2020-06-17,Los Angeles,California,2020,6,06,2020-06,340
2020-06-17,New York,New York,2020,6,06,2020-06,115
2020-06-18,Chicago,Illinois,2020,6,06,2020-06,58
2020-06-18,Hawaii,Hawaii,2020,6,06,2020-06,14
2020-06-18,Las Vegas,Nevada,2020,6,06,2020-06,184
2020-06-18,Los Angeles,California,2020,6,06,2020-06,321
2020-06-18,New York,New York,2020,6,06,2020-06,120
2020-06-19,Chicago,Illinois,2020,6,06,2020-06,70
2020-06-19,Hawaii,Hawaii,2020,6,06,2020-06,27
2020-06-19,Las Vegas,Nevada,2020,6,06,2020-06,192
2020-06-19,Los Angeles,California,2020,6,06,2020-06,371
2020-06-19,New York,New York,2020,6,06,2020-06,137
2020-06-20,Chicago,Illinois,2020,6,06,2020-06,71
2020-06-20,Hawaii,Hawaii,2020,6,06,2020-06,31
2020-06-20,Las Vegas,Nevada,2020,6,06,2020-06,153
2020-06-20,Los Angeles,California,2020,6,06,2020-06,414
2020-06-20,New York,New York,2020,6,06,2020-06,176
2020-06-21,Chicago,Illinois,2020,6,06,2020-06,182
2020-06-21,Hawaii,Hawaii,2020,6,06,2020-06,71
2020-06-21,Las Vegas,Nevada,2020,6,06,2020-06,369
2020-06-21,Los Angeles,California,2020,6,06,2020-06,645
2020-06-21,New York,New York,2020,6,06,2020-06,257
2020-06-22,Chicago,Illinois,2020,6,06,2020-06,92
2020-06-22,Hawaii,Hawaii,2020,6,06,2020-06,68
2020-06-22,Las Vegas,Nevada,2020,6,06,2020-06,267
2020-06-22,Los Angeles,California,2020,6,06,2020-06,472
2020-06-22,New York,New York,2020,6,06,2020-06,207
2020-06-23,Chicago,Illinois,2020,6,06,2020-06,60
2020-06-23,Hawaii,Hawaii,2020,6,06,2020-06,38
2020-06-23,Las Vegas,Nevada,2020,6,06,2020-06,160
2020-06-23,Los Angeles,California,2020,6,06,2020-06,317
2020-06-23,New York,New York,2020,6,06,2020-06,129
2020-06-24,Chicago,Illinois,2020,6,06,2020-06,67
2020-06-24,Hawaii,Hawaii,2020,6,06,2020-06,23
2020-06-24,Las Vegas,Nevada,2020,6,06,2020-06,130
2020-06-24,Los Angeles,California,2020,6,06,2020-06,314
2020-06-24,New York,New York,2020,6,06,2020-06,140
2020-06-25,Chicago,Illinois,2020,6,06,2020-06,66
2020-06-25,Hawaii,Hawaii,2020,6,06,2020-06,32
2020-06-25,Las Vegas,Nevada,2020,6,06,2020-06,201
2020-06-25,Los Angeles,California,2020,6,06,2020-06,356
2020-06-25,New York,New York,2020,6,06,2020-06,135
2020-06-26,Chicago,Illinois,2020,6,06,2020-06,101
2020-06-26,Hawaii,Hawaii,2020,6,06,2020-06,35
2020-06-26,Las Vegas,Nevada,2020,6,06,2020-06,203
2020-06-26,Los Angeles,California,2020,6,06,2020-06,441
2020-06-26,New York,New York,2020,6,06,2020-06,167
2020-06-27,Chicago,Illinois,2020,6,06,2020-06,84
2020-06-27,Hawaii,Hawaii,2020,6,06,2020-06,36
2020-06-27,Las Vegas,Nevada,2020,6,06,2020-06,138
2020-06-27,Los Angeles,California,2020,6,06,2020-06,424
2020-06-27,New York,New York,2020,6,06,2020-06,165
2020-06-28,Chicago,Illinois,2020,6,06,2020-06,214
2020-06-28,Hawaii,Hawaii,2020,6,06,2020-06,88
2020-06-28,Las Vegas,Nevada,2020,6,06,2020-06,466
2020-06-28,Los Angeles,California,2020,6,06,2020-06,807
2020-06-28,New York,New York,2020,6,06,2020-06,295
2020-06-29,Chicago,Illinois,2020,6,06,2020-06,131
2020-06-29,Hawaii,Hawaii,2020,6,06,2020-06,59
2020-06-29,Las Vegas,Nevada,2020,6,06,2020-06,302
