date,county,state,fips,cases,deaths,Year,month1,Month,Year-Month
2020-07-19,Clark,Kentucky,21049,121,7,2020,7,07,2020-07
2020-07-19,Cook,Minnesota,27031,1,0,2020,7,07,2020-07
2020-07-19,Clark,Missouri,29045,2,0,2020,7,07,2020-07
2020-07-19,Clark,Nevada,32003,30432,527,2020,7,07,2020-07
2020-07-19,New York City,New York,,226104,22872,2020,7,07,2020-07
2020-07-19,Clark,Ohio,39023,895,11,2020,7,07,2020-07
2020-07-19,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-19,Clark,Washington,53011,1434,34,2020,7,07,2020-07
2020-07-19,Clark,Wisconsin,55019,139,7,2020,7,07,2020-07
2020-07-20,Clark,Arkansas,05019,103,0,2020,7,07,2020-07
2020-07-20,Los Angeles,California,06037,159045,4104,2020,7,07,2020-07
2020-07-20,Cook,Georgia,13075,295,4,2020,7,07,2020-07
2020-07-20,Hawaii,Hawaii,15001,114,0,2020,7,07,2020-07
2020-07-20,Clark,Idaho,16033,1,0,2020,7,07,2020-07
2020-07-20,Clark,Illinois,17023,50,0,2020,7,07,2020-07
2020-07-20,Cook,Illinois,17031,99052,4777,2020,7,07,2020-07
2020-07-20,Clark,Indiana,18019,797,51,2020,7,07,2020-07
2020-07-20,Clark,Kansas,20025,38,1,2020,7,07,2020-07
2020-07-20,Clark,Kentucky,21049,121,7,2020,7,07,2020-07
2020-07-20,Cook,Minnesota,27031,1,0,2020,7,07,2020-07
2020-07-20,Clark,Missouri,29045,2,0,2020,7,07,2020-07
2020-07-20,Clark,Nevada,32003,31312,527,2020,7,07,2020-07
2020-07-20,New York City,New York,,226388,22882,2020,7,07,2020-07
2020-07-20,Clark,Ohio,39023,907,11,2020,7,07,2020-07
2020-07-20,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-20,Clark,Washington,53011,1526,37,2020,7,07,2020-07
2020-07-20,Clark,Wisconsin,55019,141,7,2020,7,07,2020-07
2020-07-21,Clark,Arkansas,05019,105,0,2020,7,07,2020-07
2020-07-21,Los Angeles,California,06037,161673,4154,2020,7,07,2020-07
2020-07-21,Cook,Georgia,13075,298,5,2020,7,07,2020-07
2020-07-21,Hawaii,Hawaii,15001,114,0,2020,7,07,2020-07
2020-07-21,Clark,Idaho,16033,1,0,2020,7,07,2020-07
2020-07-21,Clark,Illinois,17023,50,0,2020,7,07,2020-07
2020-07-21,Cook,Illinois,17031,99464,4788,2020,7,07,2020-07
2020-07-21,Clark,Indiana,18019,821,52,2020,7,07,2020-07
2020-07-21,Clark,Kansas,20025,38,1,2020,7,07,2020-07
2020-07-21,Clark,Kentucky,21049,122,7,2020,7,07,2020-07
2020-07-21,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-21,Clark,Missouri,29045,2,0,2020,7,07,2020-07
2020-07-21,Clark,Nevada,32003,32025,553,2020,7,07,2020-07
2020-07-21,New York City,New York,,226779,22895,2020,7,07,2020-07
2020-07-21,Clark,Ohio,39023,924,11,2020,7,07,2020-07
2020-07-21,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-21,Clark,Washington,53011,1566,38,2020,7,07,2020-07
2020-07-21,Clark,Wisconsin,55019,142,7,2020,7,07,2020-07
2020-07-22,Clark,Arkansas,05019,107,0,2020,7,07,2020-07
2020-07-22,Los Angeles,California,06037,164870,4213,2020,7,07,2020-07
2020-07-22,Cook,Georgia,13075,301,5,2020,7,07,2020-07
2020-07-22,Hawaii,Hawaii,15001,114,0,2020,7,07,2020-07
2020-07-22,Clark,Illinois,17023,50,0,2020,7,07,2020-07
2020-07-22,Cook,Illinois,17031,100124,4801,2020,7,07,2020-07
2020-07-22,Clark,Indiana,18019,836,52,2020,7,07,2020-07
2020-07-22,Clark,Kansas,20025,38,1,2020,7,07,2020-07
2020-07-22,Clark,Kentucky,21049,122,7,2020,7,07,2020-07
2020-07-22,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-22,Clark,Missouri,29045,2,0,2020,7,07,2020-07
2020-07-22,Clark,Nevada,32003,33057,577,2020,7,07,2020-07
2020-07-22,New York City,New York,,227130,22899,2020,7,07,2020-07
2020-07-22,Clark,Ohio,39023,951,11,2020,7,07,2020-07
2020-07-22,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-22,Clark,Washington,53011,1577,37,2020,7,07,2020-07
2020-07-22,Clark,Wisconsin,55019,147,7,2020,7,07,2020-07
2020-07-23,Clark,Arkansas,05019,120,0,2020,7,07,2020-07
2020-07-23,Los Angeles,California,06037,166848,4262,2020,7,07,2020-07
2020-07-23,Cook,Georgia,13075,312,5,2020,7,07,2020-07
2020-07-23,Hawaii,Hawaii,15001,117,0,2020,7,07,2020-07
2020-07-23,Clark,Illinois,17023,51,0,2020,7,07,2020-07
2020-07-23,Cook,Illinois,17031,100795,4810,2020,7,07,2020-07
2020-07-23,Clark,Indiana,18019,855,52,2020,7,07,2020-07
2020-07-23,Clark,Kansas,20025,38,1,2020,7,07,2020-07
2020-07-23,Clark,Kentucky,21049,122,7,2020,7,07,2020-07
2020-07-23,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-23,Clark,Missouri,29045,2,0,2020,7,07,2020-07
2020-07-23,Clark,Nevada,32003,34209,580,2020,7,07,2020-07
2020-07-23,New York City,New York,,227517,22934,2020,7,07,2020-07
2020-07-23,Clark,Ohio,39023,964,11,2020,7,07,2020-07
2020-07-23,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-23,Clark,Washington,53011,1605,37,2020,7,07,2020-07
2020-07-23,Clark,Wisconsin,55019,152,7,2020,7,07,2020-07
2020-07-24,Clark,Arkansas,05019,125,0,2020,7,07,2020-07
2020-07-24,Los Angeles,California,06037,168757,4300,2020,7,07,2020-07
2020-07-24,Cook,Georgia,13075,329,5,2020,7,07,2020-07
2020-07-24,Hawaii,Hawaii,15001,117,0,2020,7,07,2020-07
2020-07-24,Clark,Illinois,17023,52,0,2020,7,07,2020-07
2020-07-24,Cook,Illinois,17031,101420,4822,2020,7,07,2020-07
2020-07-24,Clark,Indiana,18019,884,52,2020,7,07,2020-07
2020-07-24,Clark,Kansas,20025,40,1,2020,7,07,2020-07
2020-07-24,Clark,Kentucky,21049,126,7,2020,7,07,2020-07
2020-07-24,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-24,Clark,Missouri,29045,2,0,2020,7,07,2020-07
2020-07-24,Clark,Nevada,32003,35000,592,2020,7,07,2020-07
2020-07-24,New York City,New York,,227882,22936,2020,7,07,2020-07
2020-07-24,Clark,Ohio,39023,976,11,2020,7,07,2020-07
2020-07-24,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-24,Clark,Washington,53011,1634,39,2020,7,07,2020-07
2020-07-24,Clark,Wisconsin,55019,154,7,2020,7,07,2020-07
2020-07-25,Clark,Arkansas,05019,129,0,2020,7,07,2020-07
2020-07-25,Los Angeles,California,06037,172325,4351,2020,7,07,2020-07
2020-07-25,Cook,Georgia,13075,334,5,2020,7,07,2020-07
2020-07-25,Hawaii,Hawaii,15001,117,0,2020,7,07,2020-07
2020-07-25,Clark,Illinois,17023,53,0,2020,7,07,2020-07
2020-07-25,Cook,Illinois,17031,101955,4829,2020,7,07,2020-07
2020-07-25,Clark,Indiana,18019,912,52,2020,7,07,2020-07
2020-07-25,Clark,Kansas,20025,40,1,2020,7,07,2020-07
2020-07-25,Clark,Kentucky,21049,128,7,2020,7,07,2020-07
2020-07-25,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-25,Clark,Missouri,29045,2,0,2020,7,07,2020-07
2020-07-25,Clark,Nevada,32003,35786,601,2020,7,07,2020-07
2020-07-25,New York City,New York,,228220,22947,2020,7,07,2020-07
2020-07-25,Clark,Ohio,39023,988,11,2020,7,07,2020-07
2020-07-25,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-25,Clark,Washington,53011,1634,39,2020,7,07,2020-07
2020-07-25,Clark,Wisconsin,55019,156,7,2020,7,07,2020-07
2020-07-26,Clark,Arkansas,05019,132,0,2020,7,07,2020-07
2020-07-26,Los Angeles,California,06037,173995,4360,2020,7,07,2020-07
2020-07-26,Cook,Georgia,13075,339,5,2020,7,07,2020-07
2020-07-26,Hawaii,Hawaii,15001,117,0,2020,7,07,2020-07
2020-07-26,Clark,Illinois,17023,57,0,2020,7,07,2020-07
2020-07-26,Cook,Illinois,17031,102583,4830,2020,7,07,2020-07
2020-07-26,Clark,Indiana,18019,927,52,2020,7,07,2020-07
2020-07-26,Clark,Kansas,20025,40,1,2020,7,07,2020-07
2020-07-26,Clark,Kentucky,21049,128,7,2020,7,07,2020-07
2020-07-26,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-26,Clark,Missouri,29045,2,0,2020,7,07,2020-07
2020-07-26,Clark,Nevada,32003,36593,601,2020,7,07,2020-07
2020-07-26,New York City,New York,,228445,22956,2020,7,07,2020-07
2020-07-26,Clark,Ohio,39023,988,11,2020,7,07,2020-07
2020-07-26,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-26,Clark,Washington,53011,1634,39,2020,7,07,2020-07
2020-07-26,Clark,Wisconsin,55019,157,7,2020,7,07,2020-07
2020-07-27,Clark,Arkansas,05019,138,0,2020,7,07,2020-07
2020-07-27,Los Angeles,California,06037,176028,4375,2020,7,07,2020-07
2020-07-27,Cook,Georgia,13075,344,5,2020,7,07,2020-07
2020-07-27,Hawaii,Hawaii,15001,117,0,2020,7,07,2020-07
2020-07-27,Clark,Illinois,17023,59,0,2020,7,07,2020-07
2020-07-27,Cook,Illinois,17031,103008,4845,2020,7,07,2020-07
2020-07-27,Clark,Indiana,18019,939,52,2020,7,07,2020-07
2020-07-27,Clark,Kansas,20025,41,1,2020,7,07,2020-07
2020-07-27,Clark,Kentucky,21049,132,7,2020,7,07,2020-07
2020-07-27,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-27,Clark,Missouri,29045,2,0,2020,7,07,2020-07
2020-07-27,Clark,Nevada,32003,37492,606,2020,7,07,2020-07
2020-07-27,New York City,New York,,228740,22970,2020,7,07,2020-07
2020-07-27,Clark,Ohio,39023,1002,11,2020,7,07,2020-07
2020-07-27,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-27,Clark,Washington,53011,1682,39,2020,7,07,2020-07
2020-07-27,Clark,Wisconsin,55019,158,7,2020,7,07,2020-07
2020-07-28,Clark,Arkansas,05019,145,0,2020,7,07,2020-07
2020-07-28,Los Angeles,California,06037,178642,4426,2020,7,07,2020-07
2020-07-28,Cook,Georgia,13075,347,5,2020,7,07,2020-07
2020-07-28,Hawaii,Hawaii,15001,116,0,2020,7,07,2020-07
2020-07-28,Clark,Idaho,16033,1,0,2020,7,07,2020-07
2020-07-28,Clark,Illinois,17023,63,0,2020,7,07,2020-07
2020-07-28,Cook,Illinois,17031,103441,4857,2020,7,07,2020-07
2020-07-28,Clark,Indiana,18019,965,52,2020,7,07,2020-07
2020-07-28,Clark,Kansas,20025,41,1,2020,7,07,2020-07
2020-07-28,Clark,Kentucky,21049,132,7,2020,7,07,2020-07
2020-07-28,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-28,Clark,Missouri,29045,2,0,2020,7,07,2020-07
2020-07-28,Clark,Nevada,32003,38534,626,2020,7,07,2020-07
2020-07-28,New York City,New York,,228939,22977,2020,7,07,2020-07
2020-07-28,Clark,Ohio,39023,1023,12,2020,7,07,2020-07
2020-07-28,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-28,Clark,Washington,53011,1719,39,2020,7,07,2020-07
2020-07-28,Clark,Wisconsin,55019,161,7,2020,7,07,2020-07
2020-07-29,Clark,Arkansas,05019,148,0,2020,7,07,2020-07
2020-07-29,Los Angeles,California,06037,183383,4516,2020,7,07,2020-07
2020-07-29,Cook,Georgia,13075,367,6,2020,7,07,2020-07
2020-07-29,Hawaii,Hawaii,15001,116,0,2020,7,07,2020-07
2020-07-29,Clark,Idaho,16033,2,0,2020,7,07,2020-07
2020-07-29,Clark,Illinois,17023,63,0,2020,7,07,2020-07
2020-07-29,Cook,Illinois,17031,104001,4864,2020,7,07,2020-07
2020-07-29,Clark,Indiana,18019,982,52,2020,7,07,2020-07
2020-07-29,Clark,Kansas,20025,42,1,2020,7,07,2020-07
2020-07-29,Clark,Kentucky,21049,137,7,2020,7,07,2020-07
2020-07-29,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-29,Clark,Missouri,29045,3,0,2020,7,07,2020-07
2020-07-29,Clark,Nevada,32003,39345,645,2020,7,07,2020-07
2020-07-29,New York City,New York,,229237,22982,2020,7,07,2020-07
2020-07-29,Clark,Ohio,39023,1031,13,2020,7,07,2020-07
2020-07-29,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-29,Clark,Washington,53011,1729,41,2020,7,07,2020-07
2020-07-29,Clark,Wisconsin,55019,166,7,2020,7,07,2020-07
2020-07-30,Clark,Arkansas,05019,153,0,2020,7,07,2020-07
2020-07-30,Los Angeles,California,06037,185872,4552,2020,7,07,2020-07
2020-07-30,Cook,Georgia,13075,381,6,2020,7,07,2020-07
2020-07-30,Hawaii,Hawaii,15001,115,0,2020,7,07,2020-07
2020-07-30,Clark,Idaho,16033,2,0,2020,7,07,2020-07
2020-07-30,Clark,Illinois,17023,65,0,2020,7,07,2020-07
2020-07-30,Cook,Illinois,17031,104691,4872,2020,7,07,2020-07
2020-07-30,Clark,Indiana,18019,1009,52,2020,7,07,2020-07
2020-07-30,Clark,Kansas,20025,42,1,2020,7,07,2020-07
2020-07-30,Clark,Kentucky,21049,143,7,2020,7,07,2020-07
2020-07-30,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-30,Clark,Missouri,29045,8,0,2020,7,07,2020-07
2020-07-30,Clark,Nevada,32003,40193,664,2020,7,07,2020-07
2020-07-30,New York City,New York,,229551,22996,2020,7,07,2020-07
2020-07-30,Clark,Ohio,39023,1046,13,2020,7,07,2020-07
2020-07-30,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-30,Clark,Washington,53011,1758,41,2020,7,07,2020-07
2020-07-30,Clark,Wisconsin,55019,167,7,2020,7,07,2020-07
2020-07-31,Clark,Arkansas,05019,152,0,2020,7,07,2020-07
2020-07-31,Los Angeles,California,06037,188481,4621,2020,7,07,2020-07
2020-07-31,Cook,Georgia,13075,394,6,2020,7,07,2020-07
2020-07-31,Hawaii,Hawaii,15001,115,0,2020,7,07,2020-07
2020-07-31,Clark,Idaho,16033,2,0,2020,7,07,2020-07
2020-07-31,Clark,Illinois,17023,66,0,2020,7,07,2020-07
2020-07-31,Cook,Illinois,17031,105493,4886,2020,7,07,2020-07
2020-07-31,Clark,Indiana,18019,1038,52,2020,7,07,2020-07
2020-07-31,Clark,Kansas,20025,44,1,2020,7,07,2020-07
2020-07-31,Clark,Kentucky,21049,148,7,2020,7,07,2020-07
2020-07-31,Cook,Minnesota,27031,2,0,2020,7,07,2020-07
2020-07-31,Clark,Missouri,29045,11,0,2020,7,07,2020-07
2020-07-31,Clark,Nevada,32003,41245,687,2020,7,07,2020-07
2020-07-31,New York City,New York,,229834,23002,2020,7,07,2020-07
2020-07-31,Clark,Ohio,39023,1058,13,2020,7,07,2020-07
2020-07-31,Clark,South Dakota,46025,16,0,2020,7,07,2020-07
2020-07-31,Clark,Washington,53011,1780,42,2020,7,07,2020-07
2020-07-31,Clark,Wisconsin,55019,168,7,2020,7,07,2020-07
2020-08-01,Clark,Arkansas,05019,152,0,2020,8,08,2020-08
2020-08-01,Los Angeles,California,06037,190693,4669,2020,8,08,2020-08
2020-08-01,Cook,Georgia,13075,397,6,2020,8,08,2020-08
2020-08-01,Hawaii,Hawaii,15001,115,0,2020,8,08,2020-08
2020-08-01,Clark,Idaho,16033,2,0,2020,8,08,2020-08
2020-08-01,Clark,Illinois,17023,66,0,2020,8,08,2020-08
2020-08-01,Cook,Illinois,17031,106131,4888,2020,8,08,2020-08
2020-08-01,Clark,Indiana,18019,1077,52,2020,8,08,2020-08
2020-08-01,Clark,Kansas,20025,44,1,2020,8,08,2020-08
2020-08-01,Clark,Kentucky,21049,152,7,2020,8,08,2020-08
2020-08-01,Cook,Minnesota,27031,2,0,2020,8,08,2020-08
2020-08-01,Clark,Missouri,29045,13,0,2020,8,08,2020-08
2020-08-01,Clark,Nevada,32003,42167,688,2020,8,08,2020-08
2020-08-01,New York City,New York,,230147,23007,2020,8,08,2020-08
2020-08-01,Clark,Ohio,39023,1067,13,2020,8,08,2020-08
2020-08-01,Clark,South Dakota,46025,16,0,2020,8,08,2020-08
2020-08-01,Clark,Washington,53011,1780,44,2020,8,08,2020-08
2020-08-01,Clark,Wisconsin,55019,173,7,2020,8,08,2020-08
2020-08-02,Clark,Arkansas,05019,154,0,2020,8,08,2020-08
2020-08-02,Los Angeles,California,06037,192167,4692,2020,8,08,2020-08
2020-08-02,Cook,Georgia,13075,402,6,2020,8,08,2020-08
2020-08-02,Hawaii,Hawaii,15001,115,0,2020,8,08,2020-08
2020-08-02,Clark,Idaho,16033,3,0,2020,8,08,2020-08
2020-08-02,Clark,Illinois,17023,66,0,2020,8,08,2020-08
2020-08-02,Cook,Illinois,17031,106713,4894,2020,8,08,2020-08
2020-08-02,Clark,Indiana,18019,1090,52,2020,8,08,2020-08
2020-08-02,Clark,Kansas,20025,44,1,2020,8,08,2020-08
2020-08-02,Clark,Kentucky,21049,156,7,2020,8,08,2020-08
2020-08-02,Cook,Minnesota,27031,2,0,2020,8,08,2020-08
2020-08-02,Clark,Missouri,29045,14,0,2020,8,08,2020-08
2020-08-02,Clark,Nevada,32003,43147,688,2020,8,08,2020-08
2020-08-02,New York City,New York,,230410,23012,2020,8,08,2020-08
2020-08-02,Clark,Ohio,39023,1076,13,2020,8,08,2020-08
2020-08-02,Clark,South Dakota,46025,16,0,2020,8,08,2020-08
2020-08-02,Clark,Washington,53011,1780,44,2020,8,08,2020-08
2020-08-02,Clark,Wisconsin,55019,174,7,2020,8,08,2020-08
2020-08-03,Clark,Arkansas,05019,159,0,2020,8,08,2020-08
2020-08-03,Los Angeles,California,06037,193788,4701,2020,8,08,2020-08
2020-08-03,Cook,Georgia,13075,405,6,2020,8,08,2020-08
2020-08-03,Hawaii,Hawaii,15001,117,0,2020,8,08,2020-08
2020-08-03,Clark,Idaho,16033,3,0,2020,8,08,2020-08
2020-08-03,Clark,Illinois,17023,68,0,2020,8,08,2020-08
2020-08-03,Cook,Illinois,17031,107247,4897,2020,8,08,2020-08
2020-08-03,Clark,Indiana,18019,1096,52,2020,8,08,2020-08
2020-08-03,Clark,Kansas,20025,44,1,2020,8,08,2020-08
2020-08-03,Clark,Kentucky,21049,156,7,2020,8,08,2020-08
2020-08-03,Cook,Minnesota,27031,2,0,2020,8,08,2020-08
2020-08-03,Clark,Missouri,29045,14,0,2020,8,08,2020-08
2020-08-03,Clark,Nevada,32003,44066,702,2020,8,08,2020-08
2020-08-03,New York City,New York,,230648,23021,2020,8,08,2020-08
2020-08-03,Clark,Ohio,39023,1086,13,2020,8,08,2020-08
2020-08-03,Clark,South Dakota,46025,16,0,2020,8,08,2020-08
2020-08-03,Clark,Washington,53011,1887,44,2020,8,08,2020-08
2020-08-03,Clark,Wisconsin,55019,177,7,2020,8,08,2020-08
2020-08-04,Clark,Arkansas,05019,164,1,2020,8,08,2020-08
2020-08-04,Los Angeles,California,06037,195614,4758,2020,8,08,2020-08
2020-08-04,Cook,Georgia,13075,409,6,2020,8,08,2020-08
2020-08-04,Hawaii,Hawaii,15001,122,0,2020,8,08,2020-08
2020-08-04,Clark,Idaho,16033,5,0,2020,8,08,2020-08
2020-08-04,Clark,Illinois,17023,70,0,2020,8,08,2020-08
2020-08-04,Cook,Illinois,17031,107744,4902,2020,8,08,2020-08
2020-08-04,Clark,Indiana,18019,1124,52,2020,8,08,2020-08
2020-08-04,Clark,Kansas,20025,44,1,2020,8,08,2020-08
2020-08-04,Clark,Kentucky,21049,162,7,2020,8,08,2020-08
2020-08-04,Cook,Minnesota,27031,2,0,2020,8,08,2020-08
2020-08-04,Clark,Missouri,29045,14,0,2020,8,08,2020-08
2020-08-04,Clark,Nevada,32003,44997,716,2020,8,08,2020-08
2020-08-04,New York City,New York,,230964,23027,2020,8,08,2020-08
2020-08-04,Clark,Ohio,39023,1092,14,2020,8,08,2020-08
2020-08-04,Clark,South Dakota,46025,16,0,2020,8,08,2020-08
2020-08-04,Clark,Washington,53011,1948,44,2020,8,08,2020-08
2020-08-04,Clark,Wisconsin,55019,179,7,2020,8,08,2020-08
2020-08-05,Clark,Arkansas,05019,170,1,2020,8,08,2020-08
2020-08-05,Los Angeles,California,06037,197912,4825,2020,8,08,2020-08
2020-08-05,Cook,Georgia,13075,416,6,2020,8,08,2020-08
2020-08-05,Hawaii,Hawaii,15001,122,0,2020,8,08,2020-08
2020-08-05,Clark,Idaho,16033,7,0,2020,8,08,2020-08
2020-08-05,Clark,Illinois,17023,73,1,2020,8,08,2020-08
2020-08-05,Cook,Illinois,17031,108425,4909,2020,8,08,2020-08
2020-08-05,Clark,Indiana,18019,1141,53,2020,8,08,2020-08
2020-08-05,Clark,Kansas,20025,46,1,2020,8,08,2020-08
2020-08-05,Clark,Kentucky,21049,168,7,2020,8,08,2020-08
2020-08-05,Cook,Minnesota,27031,2,0,2020,8,08,2020-08
2020-08-05,Clark,Missouri,29045,15,0,2020,8,08,2020-08
2020-08-05,Clark,Nevada,32003,45563,744,2020,8,08,2020-08
2020-08-05,New York City,New York,,231268,23034,2020,8,08,2020-08
2020-08-05,Clark,Ohio,39023,1104,14,2020,8,08,2020-08
2020-08-05,Clark,South Dakota,46025,16,0,2020,8,08,2020-08
2020-08-05,Clark,Washington,53011,1993,44,2020,8,08,2020-08
2020-08-05,Clark,Wisconsin,55019,179,7,2020,8,08,2020-08
2020-08-06,Clark,Arkansas,05019,175,1,2020,8,08,2020-08
2020-08-06,Los Angeles,California,06037,201106,4869,2020,8,08,2020-08
2020-08-06,Cook,Georgia,13075,426,6,2020,8,08,2020-08
2020-08-06,Hawaii,Hawaii,15001,123,0,2020,8,08,2020-08
2020-08-06,Clark,Idaho,16033,9,0,2020,8,08,2020-08
2020-08-06,Clark,Illinois,17023,76,1,2020,8,08,2020-08
2020-08-06,Cook,Illinois,17031,109150,4912,2020,8,08,2020-08
2020-08-06,Clark,Indiana,18019,1163,53,2020,8,08,2020-08
2020-08-06,Clark,Kansas,20025,46,1,2020,8,08,2020-08
2020-08-06,Clark,Kentucky,21049,168,7,2020,8,08,2020-08
2020-08-06,Cook,Minnesota,27031,2,0,2020,8,08,2020-08
2020-08-06,Clark,Missouri,29045,18,0,2020,8,08,2020-08
2020-08-06,Clark,Nevada,32003,46185,752,2020,8,08,2020-08
2020-08-06,New York City,New York,,231600,23563,2020,8,08,2020-08
2020-08-06,Clark,Ohio,39023,1115,14,2020,8,08,2020-08
2020-08-06,Clark,South Dakota,46025,16,0,2020,8,08,2020-08
2020-08-06,Clark,Washington,53011,1994,44,2020,8,08,2020-08
2020-08-06,Clark,Wisconsin,55019,180,7,2020,8,08,2020-08
2020-08-07,Clark,Arkansas,05019,177,1,2020,8,08,2020-08
2020-08-07,Los Angeles,California,06037,204167,4918,2020,8,08,2020-08
2020-08-07,Cook,Georgia,13075,426,6,2020,8,08,2020-08
2020-08-07,Hawaii,Hawaii,15001,123,0,2020,8,08,2020-08
2020-08-07,Clark,Idaho,16033,9,0,2020,8,08,2020-08
2020-08-07,Clark,Illinois,17023,79,2,2020,8,08,2020-08
2020-08-07,Cook,Illinois,17031,110002,4920,2020,8,08,2020-08
2020-08-07,Clark,Indiana,18019,1193,53,2020,8,08,2020-08
2020-08-07,Clark,Kansas,20025,45,1,2020,8,08,2020-08
2020-08-07,Clark,Kentucky,21049,164,7,2020,8,08,2020-08
2020-08-07,Cook,Minnesota,27031,3,0,2020,8,08,2020-08
2020-08-07,Clark,Missouri,29045,20,0,2020,8,08,2020-08
2020-08-07,Clark,Nevada,32003,46990,770,2020,8,08,2020-08
2020-08-07,New York City,New York,,231942,23567,2020,8,08,2020-08
2020-08-07,Clark,Ohio,39023,1133,14,2020,8,08,2020-08
2020-08-07,Clark,South Dakota,46025,16,0,2020,8,08,2020-08
2020-08-07,Clark,Washington,53011,2020,44,2020,8,08,2020-08
2020-08-07,Clark,Wisconsin,55019,183,7,2020,8,08,2020-08
2020-08-08,Clark,Arkansas,05019,177,1,2020,8,08,2020-08
2020-08-08,Los Angeles,California,06037,206761,4967,2020,8,08,2020-08
2020-08-08,Cook,Georgia,13075,432,6,2020,8,08,2020-08
2020-08-08,Hawaii,Hawaii,15001,128,0,2020,8,08,2020-08
2020-08-08,Clark,Idaho,16033,9,0,2020,8,08,2020-08
2020-08-08,Clark,Illinois,17023,81,2,2020,8,08,2020-08
2020-08-08,Cook,Illinois,17031,110865,4924,2020,8,08,2020-08
2020-08-08,Clark,Indiana,18019,1217,54,2020,8,08,2020-08
2020-08-08,Clark,Kansas,20025,45,1,2020,8,08,2020-08
2020-08-08,Clark,Kentucky,21049,166,7,2020,8,08,2020-08
2020-08-08,Cook,Minnesota,27031,3,0,2020,8,08,2020-08
2020-08-08,Clark,Missouri,29045,20,0,2020,8,08,2020-08
2020-08-08,Clark,Nevada,32003,47739,799,2020,8,08,2020-08
2020-08-08,New York City,New York,,232271,23575,2020,8,08,2020-08
2020-08-08,Clark,Ohio,39023,1142,14,2020,8,08,2020-08
2020-08-08,Clark,South Dakota,46025,16,0,2020,8,08,2020-08
2020-08-08,Clark,Washington,53011,2020,44,2020,8,08,2020-08
2020-08-08,Clark,Wisconsin,55019,183,7,2020,8,08,2020-08
2020-08-09,Clark,Arkansas,05019,177,1,2020,8,08,2020-08
2020-08-09,Los Angeles,California,06037,208528,4977,2020,8,08,2020-08
2020-08-09,Cook,Georgia,13075,438,6,2020,8,08,2020-08
2020-08-09,Hawaii,Hawaii,15001,131,0,2020,8,08,2020-08
2020-08-09,Clark,Idaho,16033,9,0,2020,8,08,2020-08
2020-08-09,Clark,Illinois,17023,82,2,2020,8,08,2020-08
2020-08-09,Cook,Illinois,17031,111447,4928,2020,8,08,2020-08
2020-08-09,Clark,Indiana,18019,1248,54,2020,8,08,2020-08
2020-08-09,Clark,Kansas,20025,45,1,2020,8,08,2020-08
2020-08-09,Clark,Kentucky,21049,166,7,2020,8,08,2020-08
2020-08-09,Cook,Minnesota,27031,5,0,2020,8,08,2020-08
2020-08-09,Clark,Missouri,29045,20,0,2020,8,08,2020-08
2020-08-09,Clark,Nevada,32003,48466,807,2020,8,08,2020-08
2020-08-09,New York City,New York,,232517,23580,2020,8,08,2020-08
2020-08-09,Clark,Ohio,39023,1146,14,2020,8,08,2020-08
2020-08-09,Clark,South Dakota,46025,16,0,2020,8,08,2020-08
2020-08-09,Clark,Washington,53011,2020,45,2020,8,08,2020-08
2020-08-09,Clark,Wisconsin,55019,184,7,2020,8,08,2020-08
2020-08-10,Clark,Arkansas,05019,177,1,2020,8,08,2020-08
2020-08-10,Los Angeles,California,06037,210424,4996,2020,8,08,2020-08
2020-08-10,Cook,Georgia,13075,440,6,2020,8,08,2020-08
2020-08-10,Hawaii,Hawaii,15001,131,0,2020,8,08,2020-08
2020-08-10,Clark,Idaho,16033,9,0,2020,8,08,2020-08
2020-08-10,Clark,Illinois,17023,83,2,2020,8,08,2020-08
2020-08-10,Cook,Illinois,17031,111948,4928,2020,8,08,2020-08
2020-08-10,Clark,Indiana,18019,1259,54,2020,8,08,2020-08
2020-08-10,Clark,Kansas,20025,45,1,2020,8,08,2020-08
