date,City,State,Year,Month,Year-Month,Num_reviews,Num_cases,Num_deaths
2020-03-25,Hawaii,Hawaii,2020,03,2020-03,188,95,0
2020-03-25,Chicago,Illinois,2020,03,2020-03,19,0,0
2020-03-25,Las Vegas,Nevada,2020,03,2020-03,44,249,6
2020-03-25,New York,New York,2020,03,2020-03,71,20061,330
2020-03-26,Los Angeles,California,2020,03,2020-03,126,1216,21
2020-03-26,Hawaii,Hawaii,2020,03,2020-03,130,106,0
2020-03-26,Chicago,Illinois,2020,03,2020-03,18,0,0
2020-03-26,Las Vegas,Nevada,2020,03,2020-03,38,350,10
2020-03-26,New York,New York,2020,03,2020-03,78,23182,435
2020-03-27,Los Angeles,California,2020,03,2020-03,141,1465,27
2020-03-27,Hawaii,Hawaii,2020,03,2020-03,100,120,0
2020-03-27,Chicago,Illinois,2020,03,2020-03,35,0,0
2020-03-27,Las Vegas,Nevada,2020,03,2020-03,47,443,10
2020-03-27,New York,New York,2020,03,2020-03,81,25509,560
2020-03-28,Los Angeles,California,2020,03,2020-03,161,1804,33
2020-03-28,Hawaii,Hawaii,2020,03,2020-03,81,151,0
2020-03-28,Chicago,Illinois,2020,03,2020-03,29,0,0
2020-03-28,Las Vegas,Nevada,2020,03,2020-03,40,528,14
2020-03-28,New York,New York,2020,03,2020-03,82,30919,825
2020-03-29,Los Angeles,California,2020,03,2020-03,220,2136,37
2020-03-29,Hawaii,Hawaii,2020,03,2020-03,70,175,0
2020-03-29,Chicago,Illinois,2020,03,2020-03,37,0,0
2020-03-29,Las Vegas,Nevada,2020,03,2020-03,58,528,14
2020-03-29,New York,New York,2020,03,2020-03,104,33983,991
2020-03-30,Los Angeles,California,2020,03,2020-03,145,2474,44
2020-03-30,Hawaii,Hawaii,2020,03,2020-03,70,204,0
2020-03-30,Chicago,Illinois,2020,03,2020-03,33,0,0
2020-03-30,Las Vegas,Nevada,2020,03,2020-03,40,753,15
2020-03-30,New York,New York,2020,03,2020-03,51,38375,1202
2020-03-31,Los Angeles,California,2020,03,2020-03,296,3011,54
2020-03-31,Hawaii,Hawaii,2020,03,2020-03,106,224,1
2020-03-31,Chicago,Illinois,2020,03,2020-03,52,0,0
2020-03-31,Las Vegas,Nevada,2020,03,2020-03,68,869,23
2020-03-31,New York,New York,2020,03,2020-03,186,43518,1475
2020-04-01,Los Angeles,California,2020,04,2020-04,170,3518,65
2020-04-01,Hawaii,Hawaii,2020,04,2020-04,64,258,1
2020-04-01,Chicago,Illinois,2020,04,2020-04,30,0,0
2020-04-01,Las Vegas,Nevada,2020,04,2020-04,54,961,28
2020-04-01,New York,New York,2020,04,2020-04,108,47914,1848
2020-04-02,Los Angeles,California,2020,04,2020-04,108,4045,78
2020-04-02,Hawaii,Hawaii,2020,04,2020-04,35,283,2
2020-04-02,Chicago,Illinois,2020,04,2020-04,14,0,0
2020-04-02,Las Vegas,Nevada,2020,04,2020-04,37,1125,34
2020-04-02,New York,New York,2020,04,2020-04,57,52400,2152
2020-04-03,Los Angeles,California,2020,04,2020-04,141,4566,89
2020-04-03,Hawaii,Hawaii,2020,04,2020-04,30,317,3
2020-04-03,Chicago,Illinois,2020,04,2020-04,20,0,0
2020-04-03,Las Vegas,Nevada,2020,04,2020-04,41,1279,39
2020-04-03,New York,New York,2020,04,2020-04,61,57941,2648
2020-04-04,Los Angeles,California,2020,04,2020-04,144,5277,117
2020-04-04,Hawaii,Hawaii,2020,04,2020-04,34,349,3
2020-04-04,Chicago,Illinois,2020,04,2020-04,30,0,0
2020-04-04,Las Vegas,Nevada,2020,04,2020-04,46,1418,41
2020-04-04,New York,New York,2020,04,2020-04,85,64274,3221
2020-04-05,Los Angeles,California,2020,04,2020-04,179,5940,132
2020-04-05,Hawaii,Hawaii,2020,04,2020-04,40,369,4
2020-04-05,Chicago,Illinois,2020,04,2020-04,36,0,0
2020-04-05,Las Vegas,Nevada,2020,04,2020-04,57,1519,41
2020-04-05,New York,New York,2020,04,2020-04,81,68726,3646
2020-04-06,Los Angeles,California,2020,04,2020-04,133,6360,147
2020-04-06,Hawaii,Hawaii,2020,04,2020-04,40,385,5
2020-04-06,Chicago,Illinois,2020,04,2020-04,22,0,0
2020-04-06,Las Vegas,Nevada,2020,04,2020-04,47,1608,41
2020-04-06,New York,New York,2020,04,2020-04,63,73553,4857
2020-04-07,Los Angeles,California,2020,04,2020-04,102,6910,169
2020-04-07,Hawaii,Hawaii,2020,04,2020-04,22,408,5
2020-04-07,Chicago,Illinois,2020,04,2020-04,17,0,0
2020-04-07,Las Vegas,Nevada,2020,04,2020-04,34,1734,54
2020-04-07,New York,New York,2020,04,2020-04,46,78498,5631
2020-04-08,Los Angeles,California,2020,04,2020-04,99,7530,198
2020-04-08,Hawaii,Hawaii,2020,04,2020-04,28,433,5
2020-04-08,Chicago,Illinois,2020,04,2020-04,26,0,0
2020-04-08,Las Vegas,Nevada,2020,04,2020-04,39,1878,65
2020-04-08,New York,New York,2020,04,2020-04,52,83673,6441
2020-04-09,Los Angeles,California,2020,04,2020-04,108,7955,223
2020-04-09,Hawaii,Hawaii,2020,04,2020-04,21,440,6
2020-04-09,Chicago,Illinois,2020,04,2020-04,17,0,0
2020-04-09,Las Vegas,Nevada,2020,04,2020-04,42,2009,71
2020-04-09,New York,New York,2020,04,2020-04,52,89127,7249
2020-04-10,Los Angeles,California,2020,04,2020-04,125,8430,241
2020-04-10,Hawaii,Hawaii,2020,04,2020-04,25,463,8
2020-04-10,Chicago,Illinois,2020,04,2020-04,26,0,0
2020-04-10,Las Vegas,Nevada,2020,04,2020-04,57,2144,75
2020-04-10,New York,New York,2020,04,2020-04,49,94702,7981
2020-04-11,Los Angeles,California,2020,04,2020-04,131,8873,265
2020-04-11,Hawaii,Hawaii,2020,04,2020-04,20,484,8
2020-04-11,Chicago,Illinois,2020,04,2020-04,22,0,0
2020-04-11,Las Vegas,Nevada,2020,04,2020-04,45,2258,96
2020-04-11,New York,New York,2020,04,2020-04,54,100840,8734
2020-04-12,Los Angeles,California,2020,04,2020-04,150,9192,296
2020-04-12,Hawaii,Hawaii,2020,04,2020-04,23,497,9
2020-04-12,Chicago,Illinois,2020,04,2020-04,38,0,0
2020-04-12,Las Vegas,Nevada,2020,04,2020-04,61,2324,100
2020-04-12,New York,New York,2020,04,2020-04,81,105939,9448
2020-04-13,Los Angeles,California,2020,04,2020-04,120,9420,320
2020-04-13,Hawaii,Hawaii,2020,04,2020-04,32,502,9
2020-04-13,Chicago,Illinois,2020,04,2020-04,25,0,0
2020-04-13,Las Vegas,Nevada,2020,04,2020-04,34,2444,101
2020-04-13,New York,New York,2020,04,2020-04,66,109706,10096
2020-04-14,Los Angeles,California,2020,04,2020-04,87,10047,360
2020-04-14,Hawaii,Hawaii,2020,04,2020-04,18,511,9
2020-04-14,Chicago,Illinois,2020,04,2020-04,19,0,0
2020-04-14,Las Vegas,Nevada,2020,04,2020-04,35,2509,106
2020-04-14,New York,New York,2020,04,2020-04,40,113632,10857
2020-04-15,Los Angeles,California,2020,04,2020-04,116,10496,402
2020-04-15,Hawaii,Hawaii,2020,04,2020-04,25,524,9
2020-04-15,Chicago,Illinois,2020,04,2020-04,25,0,0
2020-04-15,Las Vegas,Nevada,2020,04,2020-04,48,2559,115
2020-04-15,New York,New York,2020,04,2020-04,62,121653,11566
2020-04-16,Los Angeles,California,2020,04,2020-04,110,10854,455
2020-04-16,Hawaii,Hawaii,2020,04,2020-04,16,535,9
2020-04-16,Chicago,Illinois,2020,04,2020-04,24,0,0
2020-04-16,Las Vegas,Nevada,2020,04,2020-04,36,2625,121
2020-04-16,New York,New York,2020,04,2020-04,52,126623,12109
2020-04-17,Los Angeles,California,2020,04,2020-04,139,11391,495
2020-04-17,Hawaii,Hawaii,2020,04,2020-04,21,547,9
2020-04-17,Chicago,Illinois,2020,04,2020-04,20,0,0
2020-04-17,Las Vegas,Nevada,2020,04,2020-04,59,2738,124
2020-04-17,New York,New York,2020,04,2020-04,70,131003,12283
2020-04-18,Los Angeles,California,2020,04,2020-04,127,12021,576
2020-04-18,Hawaii,Hawaii,2020,04,2020-04,19,568,9
2020-04-18,Chicago,Illinois,2020,04,2020-04,24,0,0
2020-04-18,Las Vegas,Nevada,2020,04,2020-04,37,2882,133
2020-04-18,New York,New York,2020,04,2020-04,84,135052,12411
2020-04-19,Los Angeles,California,2020,04,2020-04,201,12341,600
2020-04-19,Hawaii,Hawaii,2020,04,2020-04,22,574,10
2020-04-19,Chicago,Illinois,2020,04,2020-04,43,0,0
2020-04-19,Las Vegas,Nevada,2020,04,2020-04,77,2940,137
2020-04-19,New York,New York,2020,04,2020-04,84,138370,13632
2020-04-20,Los Angeles,California,2020,04,2020-04,159,13816,617
2020-04-20,Hawaii,Hawaii,2020,04,2020-04,30,578,10
2020-04-20,Chicago,Illinois,2020,04,2020-04,46,0,0
2020-04-20,Las Vegas,Nevada,2020,04,2020-04,46,2998,137
2020-04-20,New York,New York,2020,04,2020-04,68,140881,14074
2020-04-21,Los Angeles,California,2020,04,2020-04,135,15140,663
2020-04-21,Hawaii,Hawaii,2020,04,2020-04,9,580,12
2020-04-21,Chicago,Illinois,2020,04,2020-04,34,0,0
2020-04-21,Las Vegas,Nevada,2020,04,2020-04,45,3099,141
2020-04-21,New York,New York,2020,04,2020-04,60,143547,14513
2020-04-22,Los Angeles,California,2020,04,2020-04,107,16435,729
2020-04-22,Hawaii,Hawaii,2020,04,2020-04,15,586,12
2020-04-22,Chicago,Illinois,2020,04,2020-04,27,0,0
2020-04-22,Las Vegas,Nevada,2020,04,2020-04,57,3218,150
2020-04-22,New York,New York,2020,04,2020-04,48,146787,14959
2020-04-23,Los Angeles,California,2020,04,2020-04,109,17508,797
2020-04-23,Hawaii,Hawaii,2020,04,2020-04,13,590,12
2020-04-23,Chicago,Illinois,2020,04,2020-04,19,0,0
2020-04-23,Las Vegas,Nevada,2020,04,2020-04,47,3314,163
2020-04-23,New York,New York,2020,04,2020-04,49,150327,15361
2020-04-24,Los Angeles,California,2020,04,2020-04,163,18545,850
2020-04-24,Hawaii,Hawaii,2020,04,2020-04,19,595,13
2020-04-24,Chicago,Illinois,2020,04,2020-04,26,0,0
2020-04-24,Las Vegas,Nevada,2020,04,2020-04,58,3443,168
2020-04-24,New York,New York,2020,04,2020-04,63,155081,15754
2020-04-25,Los Angeles,California,2020,04,2020-04,154,19107,895
2020-04-25,Hawaii,Hawaii,2020,04,2020-04,8,597,14
2020-04-25,Chicago,Illinois,2020,04,2020-04,26,0,0
2020-04-25,Las Vegas,Nevada,2020,04,2020-04,56,3570,174
2020-04-25,New York,New York,2020,04,2020-04,72,159851,16146
2020-04-26,Los Angeles,California,2020,04,2020-04,278,19528,913
2020-04-26,Hawaii,Hawaii,2020,04,2020-04,18,599,14
2020-04-26,Chicago,Illinois,2020,04,2020-04,40,0,0
2020-04-26,Las Vegas,Nevada,2020,04,2020-04,82,3665,174
2020-04-26,New York,New York,2020,04,2020-04,78,163106,16486
2020-04-27,Los Angeles,California,2020,04,2020-04,188,20417,942
2020-04-27,Hawaii,Hawaii,2020,04,2020-04,5,600,16
2020-04-27,Chicago,Illinois,2020,04,2020-04,41,0,0
2020-04-27,Las Vegas,Nevada,2020,04,2020-04,71,3717,174
2020-04-27,New York,New York,2020,04,2020-04,63,165463,16821
2020-04-28,Los Angeles,California,2020,04,2020-04,134,20976,1000
2020-04-28,Hawaii,Hawaii,2020,04,2020-04,8,602,16
2020-04-28,Chicago,Illinois,2020,04,2020-04,16,0,0
2020-04-28,Las Vegas,Nevada,2020,04,2020-04,57,3793,186
2020-04-28,New York,New York,2020,04,2020-04,44,167487,17206
2020-04-29,Los Angeles,California,2020,04,2020-04,126,22485,1056
2020-04-29,Hawaii,Hawaii,2020,04,2020-04,11,605,16
2020-04-29,Chicago,Illinois,2020,04,2020-04,35,0,0
2020-04-29,Las Vegas,Nevada,2020,04,2020-04,52,3891,196
2020-04-29,New York,New York,2020,04,2020-04,51,170124,17597
2020-04-30,Los Angeles,California,2020,04,2020-04,273,23182,1111
2020-04-30,Hawaii,Hawaii,2020,04,2020-04,30,609,16
2020-04-30,Chicago,Illinois,2020,04,2020-04,52,0,0
2020-04-30,Las Vegas,Nevada,2020,04,2020-04,92,3979,202
2020-04-30,New York,New York,2020,04,2020-04,131,172784,17809
2020-05-01,Los Angeles,California,2020,05,2020-05,218,24215,1172
2020-05-01,Hawaii,Hawaii,2020,05,2020-05,23,610,16
2020-05-01,Chicago,Illinois,2020,05,2020-05,43,0,0
2020-05-01,Las Vegas,Nevada,2020,05,2020-05,91,4118,206
2020-05-01,New York,New York,2020,05,2020-05,108,174931,17931
2020-05-02,Los Angeles,California,2020,05,2020-05,172,24894,1209
2020-05-02,Hawaii,Hawaii,2020,05,2020-05,16,611,16
2020-05-02,Chicago,Illinois,2020,05,2020-05,45,0,0
2020-05-02,Las Vegas,Nevada,2020,05,2020-05,68,4225,215
2020-05-02,New York,New York,2020,05,2020-05,105,177490,18021
2020-05-03,Los Angeles,California,2020,05,2020-05,293,25662,1229
2020-05-03,Hawaii,Hawaii,2020,05,2020-05,19,611,17
2020-05-03,Chicago,Illinois,2020,05,2020-05,65,0,0
2020-05-03,Las Vegas,Nevada,2020,05,2020-05,120,4274,218
2020-05-03,New York,New York,2020,05,2020-05,108,179728,18451
2020-05-04,Los Angeles,California,2020,05,2020-05,223,26217,1256
2020-05-04,Hawaii,Hawaii,2020,05,2020-05,14,612,17
2020-05-04,Chicago,Illinois,2020,05,2020-05,38,0,0
2020-05-04,Las Vegas,Nevada,2020,05,2020-05,93,4411,223
2020-05-04,New York,New York,2020,05,2020-05,78,181034,18580
2020-05-05,Los Angeles,California,2020,05,2020-05,136,27815,1313
2020-05-05,Hawaii,Hawaii,2020,05,2020-05,10,615,17
2020-05-05,Chicago,Illinois,2020,05,2020-05,18,0,0
2020-05-05,Las Vegas,Nevada,2020,05,2020-05,62,4411,226
2020-05-05,New York,New York,2020,05,2020-05,56,182318,18719
2020-05-06,Los Angeles,California,2020,05,2020-05,173,28644,1367
2020-05-06,Hawaii,Hawaii,2020,05,2020-05,6,616,17
2020-05-06,Chicago,Illinois,2020,05,2020-05,32,0,0
2020-05-06,Las Vegas,Nevada,2020,05,2020-05,73,4473,238
2020-05-06,New York,New York,2020,05,2020-05,53,183770,18993
2020-05-07,Los Angeles,California,2020,05,2020-05,176,29427,1418
2020-05-07,Hawaii,Hawaii,2020,05,2020-05,11,619,17
2020-05-07,Chicago,Illinois,2020,05,2020-05,40,0,0
2020-05-07,Las Vegas,Nevada,2020,05,2020-05,82,4573,245
2020-05-07,New York,New York,2020,05,2020-05,70,185653,19141
2020-05-08,Los Angeles,California,2020,05,2020-05,215,30296,1468
2020-05-08,Hawaii,Hawaii,2020,05,2020-05,4,619,17
2020-05-08,Chicago,Illinois,2020,05,2020-05,45,0,0
2020-05-08,Las Vegas,Nevada,2020,05,2020-05,88,4616,253
2020-05-08,New York,New York,2020,05,2020-05,71,187157,19210
2020-05-09,Los Angeles,California,2020,05,2020-05,239,31197,1512
2020-05-09,Hawaii,Hawaii,2020,05,2020-05,11,620,17
2020-05-09,Chicago,Illinois,2020,05,2020-05,47,0,0
2020-05-09,Las Vegas,Nevada,2020,05,2020-05,75,4704,256
2020-05-09,New York,New York,2020,05,2020-05,86,188663,19324
2020-05-10,Los Angeles,California,2020,05,2020-05,349,31677,1530
2020-05-10,Hawaii,Hawaii,2020,05,2020-05,9,621,17
2020-05-10,Chicago,Illinois,2020,05,2020-05,72,0,0
2020-05-10,Las Vegas,Nevada,2020,05,2020-05,137,4750,260
2020-05-10,New York,New York,2020,05,2020-05,129,189656,19436
2020-05-11,Los Angeles,California,2020,05,2020-05,241,32258,1569
2020-05-11,Hawaii,Hawaii,2020,05,2020-05,3,623,17
2020-05-11,Chicago,Illinois,2020,05,2020-05,55,0,0
2020-05-11,Las Vegas,Nevada,2020,05,2020-05,117,4762,260
2020-05-11,New York,New York,2020,05,2020-05,86,190546,19563
2020-05-12,Los Angeles,California,2020,05,2020-05,155,33180,1613
2020-05-12,Hawaii,Hawaii,2020,05,2020-05,10,624,17
2020-05-12,Chicago,Illinois,2020,05,2020-05,31,0,0
2020-05-12,Las Vegas,Nevada,2020,05,2020-05,66,4869,267
2020-05-12,New York,New York,2020,05,2020-05,64,191320,19736
2020-05-13,Los Angeles,California,2020,05,2020-05,176,34428,1659
2020-05-13,Hawaii,Hawaii,2020,05,2020-05,3,627,17
2020-05-13,Chicago,Illinois,2020,05,2020-05,30,0,0
2020-05-13,Las Vegas,Nevada,2020,05,2020-05,64,5045,275
2020-05-13,New York,New York,2020,05,2020-05,66,192394,19815
2020-05-14,Los Angeles,California,2020,05,2020-05,188,35329,1659
2020-05-14,Hawaii,Hawaii,2020,05,2020-05,6,627,17
2020-05-14,Chicago,Illinois,2020,05,2020-05,23,0,0
2020-05-14,Las Vegas,Nevada,2020,05,2020-05,97,5144,282
2020-05-14,New York,New York,2020,05,2020-05,78,193663,19904
2020-05-15,Los Angeles,California,2020,05,2020-05,258,36259,1755
2020-05-15,Hawaii,Hawaii,2020,05,2020-05,10,628,17
2020-05-15,Chicago,Illinois,2020,05,2020-05,48,0,0
2020-05-15,Las Vegas,Nevada,2020,05,2020-05,101,5235,291
2020-05-15,New York,New York,2020,05,2020-05,77,195472,19972
2020-05-16,Los Angeles,California,2020,05,2020-05,230,37303,1793
2020-05-16,Hawaii,Hawaii,2020,05,2020-05,15,629,17
2020-05-16,Chicago,Illinois,2020,05,2020-05,48,0,0
2020-05-16,Las Vegas,Nevada,2020,05,2020-05,64,5298,293
2020-05-16,New York,New York,2020,05,2020-05,97,196481,20071
2020-05-17,Los Angeles,California,2020,05,2020-05,435,37974,1821
2020-05-17,Hawaii,Hawaii,2020,05,2020-05,18,630,17
2020-05-17,Chicago,Illinois,2020,05,2020-05,74,0,0
2020-05-17,Las Vegas,Nevada,2020,05,2020-05,167,5366,296
2020-05-17,New York,New York,2020,05,2020-05,114,197486,20214
2020-05-18,Los Angeles,California,2020,05,2020-05,316,38451,1839
2020-05-18,Hawaii,Hawaii,2020,05,2020-05,14,630,17
2020-05-18,Chicago,Illinois,2020,05,2020-05,50,0,0
2020-05-18,Las Vegas,Nevada,2020,05,2020-05,117,5463,296
2020-05-18,New York,New York,2020,05,2020-05,100,198114,20298
2020-05-19,Los Angeles,California,2020,05,2020-05,193,39573,1913
2020-05-19,Hawaii,Hawaii,2020,05,2020-05,13,631,17
2020-05-19,Chicago,Illinois,2020,05,2020-05,27,0,0
2020-05-19,Las Vegas,Nevada,2020,05,2020-05,73,5536,304
2020-05-19,New York,New York,2020,05,2020-05,52,198710,20376
2020-05-20,Los Angeles,California,2020,05,2020-05,209,40857,1970
2020-05-20,Hawaii,Hawaii,2020,05,2020-05,9,633,17
2020-05-20,Chicago,Illinois,2020,05,2020-05,46,0,0
2020-05-20,Las Vegas,Nevada,2020,05,2020-05,94,5650,314
2020-05-20,New York,New York,2020,05,2020-05,81,199392,20422
2020-05-21,Los Angeles,California,2020,05,2020-05,217,42037,2016
2020-05-21,Hawaii,Hawaii,2020,05,2020-05,9,637,17
2020-05-21,Chicago,Illinois,2020,05,2020-05,27,0,0
2020-05-21,Las Vegas,Nevada,2020,05,2020-05,97,5734,320
2020-05-21,New York,New York,2020,05,2020-05,64,200507,20491
2020-05-22,Los Angeles,California,2020,05,2020-05,251,43052,2049
2020-05-22,Hawaii,Hawaii,2020,05,2020-05,7,632,17
2020-05-22,Chicago,Illinois,2020,05,2020-05,34,0,0
2020-05-22,Las Vegas,Nevada,2020,05,2020-05,133,5815,322
2020-05-22,New York,New York,2020,05,2020-05,86,201298,20569
2020-05-23,Los Angeles,California,2020,05,2020-05,269,44055,2090
2020-05-23,Hawaii,Hawaii,2020,05,2020-05,12,633,17
2020-05-23,Chicago,Illinois,2020,05,2020-05,26,0,0
2020-05-23,Las Vegas,Nevada,2020,05,2020-05,83,6048,329
2020-05-23,New York,New York,2020,05,2020-05,84,202062,20621
2020-05-24,Los Angeles,California,2020,05,2020-05,442,44988,2104
2020-05-24,Hawaii,Hawaii,2020,05,2020-05,19,633,17
2020-05-24,Chicago,Illinois,2020,05,2020-05,33,0,0
2020-05-24,Las Vegas,Nevada,2020,05,2020-05,164,6140,331
2020-05-24,New York,New York,2020,05,2020-05,145,202931,20697
2020-05-25,Los Angeles,California,2020,05,2020-05,591,46018,2116
2020-05-25,Hawaii,Hawaii,2020,05,2020-05,13,633,17
2020-05-25,Chicago,Illinois,2020,05,2020-05,65,0,0
2020-05-25,Las Vegas,Nevada,2020,05,2020-05,284,6182,331
2020-05-25,New York,New York,2020,05,2020-05,148,203569,20740
2020-05-26,Los Angeles,California,2020,05,2020-05,313,47822,2143
2020-05-26,Hawaii,Hawaii,2020,05,2020-05,10,633,17
2020-05-26,Chicago,Illinois,2020,05,2020-05,37,0,0
2020-05-26,Las Vegas,Nevada,2020,05,2020-05,133,6226,331
2020-05-26,New York,New York,2020,05,2020-05,112,204111,20795
2020-05-27,Los Angeles,California,2020,05,2020-05,250,48700,2195
2020-05-27,Hawaii,Hawaii,2020,05,2020-05,8,634,17
2020-05-27,Chicago,Illinois,2020,05,2020-05,21,0,0
2020-05-27,Las Vegas,Nevada,2020,05,2020-05,84,6287,336
2020-05-27,New York,New York,2020,05,2020-05,107,204781,20844
2020-05-28,Los Angeles,California,2020,05,2020-05,244,49774,2241
2020-05-28,Hawaii,Hawaii,2020,05,2020-05,10,637,17
2020-05-28,Chicago,Illinois,2020,05,2020-05,30,0,0
2020-05-28,Las Vegas,Nevada,2020,05,2020-05,106,6352,342
2020-05-28,New York,New York,2020,05,2020-05,85,205854,20895
2020-05-29,Los Angeles,California,2020,05,2020-05,318,51562,2290
2020-05-29,Hawaii,Hawaii,2020,05,2020-05,7,639,17
2020-05-29,Chicago,Illinois,2020,05,2020-05,34,0,0
2020-05-29,Las Vegas,Nevada,2020,05,2020-05,115,6457,343
2020-05-29,New York,New York,2020,05,2020-05,126,206800,20960
2020-05-30,Los Angeles,California,2020,05,2020-05,307,53651,2338
2020-05-30,Hawaii,Hawaii,2020,05,2020-05,13,641,17
2020-05-30,Chicago,Illinois,2020,05,2020-05,40,0,0
2020-05-30,Las Vegas,Nevada,2020,05,2020-05,97,6579,344
2020-05-30,New York,New York,2020,05,2020-05,111,207539,20991
2020-05-31,Los Angeles,California,2020,05,2020-05,675,54996,2362
2020-05-31,Hawaii,Hawaii,2020,05,2020-05,29,642,17
2020-05-31,Chicago,Illinois,2020,05,2020-05,88,0,0
2020-05-31,Las Vegas,Nevada,2020,05,2020-05,261,6657,346
2020-05-31,New York,New York,2020,05,2020-05,276,208085,21050
2020-06-01,Los Angeles,California,2020,06,2020-06,408,55968,2384
2020-06-01,Hawaii,Hawaii,2020,06,2020-06,21,642,17
2020-06-01,Chicago,Illinois,2020,06,2020-06,62,0,0
2020-06-01,Las Vegas,Nevada,2020,06,2020-06,165,6719,346
2020-06-01,New York,New York,2020,06,2020-06,161,208550,21090
2020-06-02,Los Angeles,California,2020,06,2020-06,251,57118,2443
2020-06-02,Hawaii,Hawaii,2020,06,2020-06,8,643,17
2020-06-02,Chicago,Illinois,2020,06,2020-06,43,0,0
2020-06-02,Las Vegas,Nevada,2020,06,2020-06,108,6845,346
2020-06-02,New York,New York,2020,06,2020-06,86,209195,21132
2020-06-03,Los Angeles,California,2020,06,2020-06,217,58234,2489
2020-06-03,Hawaii,Hawaii,2020,06,2020-06,10,643,17
2020-06-03,Chicago,Illinois,2020,06,2020-06,39,0,0
2020-06-03,Las Vegas,Nevada,2020,06,2020-06,78,6923,355
2020-06-03,New York,New York,2020,06,2020-06,100,209688,21170
2020-06-04,Los Angeles,California,2020,06,2020-06,249,59650,2531
2020-06-04,Hawaii,Hawaii,2020,06,2020-06,18,644,17
2020-06-04,Chicago,Illinois,2020,06,2020-06,45,0,0
2020-06-04,Las Vegas,Nevada,2020,06,2020-06,114,7056,355
2020-06-04,New York,New York,2020,06,2020-06,86,210227,21234
2020-06-05,Los Angeles,California,2020,06,2020-06,270,61045,2565
2020-06-05,Hawaii,Hawaii,2020,06,2020-06,19,653,17
2020-06-05,Chicago,Illinois,2020,06,2020-06,37,0,0
2020-06-05,Las Vegas,Nevada,2020,06,2020-06,142,7186,357
2020-06-05,New York,New York,2020,06,2020-06,107,210728,21262
2020-06-06,Los Angeles,California,2020,06,2020-06,285,62338,2620
2020-06-06,Hawaii,Hawaii,2020,06,2020-06,12,661,17
2020-06-06,Chicago,Illinois,2020,06,2020-06,52,0,0
2020-06-06,Las Vegas,Nevada,2020,06,2020-06,98,7331,358
2020-06-06,New York,New York,2020,06,2020-06,119,211274,21294
2020-06-07,Los Angeles,California,2020,06,2020-06,480,63844,2645
2020-06-07,Hawaii,Hawaii,2020,06,2020-06,27,663,17
2020-06-07,Chicago,Illinois,2020,06,2020-06,79,0,0
2020-06-07,Las Vegas,Nevada,2020,06,2020-06,275,7483,359
2020-06-07,New York,New York,2020,06,2020-06,202,211728,21323
2020-06-08,Los Angeles,California,2020,06,2020-06,337,64644,2655
2020-06-08,Hawaii,Hawaii,2020,06,2020-06,15,664,17
2020-06-08,Chicago,Illinois,2020,06,2020-06,74,0,0
2020-06-08,Las Vegas,Nevada,2020,06,2020-06,196,7592,363
2020-06-08,New York,New York,2020,06,2020-06,143,212122,21356
2020-06-09,Los Angeles,California,2020,06,2020-06,227,65822,2707
2020-06-09,Hawaii,Hawaii,2020,06,2020-06,15,670,17
2020-06-09,Chicago,Illinois,2020,06,2020-06,34,0,0
2020-06-09,Las Vegas,Nevada,2020,06,2020-06,97,7804,365
2020-06-09,New York,New York,2020,06,2020-06,85,212469,21396
2020-06-10,Los Angeles,California,2020,06,2020-06,295,67064,2768
2020-06-10,Hawaii,Hawaii,2020,06,2020-06,13,673,17
2020-06-10,Chicago,Illinois,2020,06,2020-06,42,0,0
2020-06-10,Las Vegas,Nevada,2020,06,2020-06,124,7915,367
2020-06-10,New York,New York,2020,06,2020-06,120,212884,21436
2020-06-11,Los Angeles,California,2020,06,2020-06,299,68875,2813
2020-06-11,Hawaii,Hawaii,2020,06,2020-06,16,680,17
2020-06-11,Chicago,Illinois,2020,06,2020-06,38,0,0
2020-06-11,Las Vegas,Nevada,2020,06,2020-06,153,8100,375
2020-06-11,New York,New York,2020,06,2020-06,96,213271,21468
2020-06-12,Los Angeles,California,2020,06,2020-06,350,70476,2832
2020-06-12,Hawaii,Hawaii,2020,06,2020-06,16,694,17
2020-06-12,Chicago,Illinois,2020,06,2020-06,64,0,0
2020-06-12,Las Vegas,Nevada,2020,06,2020-06,177,8314,377
2020-06-12,New York,New York,2020,06,2020-06,129,213707,21519
2020-06-13,Los Angeles,California,2020,06,2020-06,308,72023,2890
2020-06-13,Hawaii,Hawaii,2020,06,2020-06,11,711,17
2020-06-13,Chicago,Illinois,2020,06,2020-06,51,0,0
2020-06-13,Las Vegas,Nevada,2020,06,2020-06,125,8556,377
2020-06-13,New York,New York,2020,06,2020-06,160,214242,21551
2020-06-14,Los Angeles,California,2020,06,2020-06,655,73018,2907
2020-06-14,Hawaii,Hawaii,2020,06,2020-06,21,716,17
2020-06-14,Chicago,Illinois,2020,06,2020-06,113,0,0
2020-06-14,Las Vegas,Nevada,2020,06,2020-06,381,8735,378
2020-06-14,New York,New York,2020,06,2020-06,238,214627,21578
2020-06-15,Los Angeles,California,2020,06,2020-06,469,73791,2926
2020-06-15,Hawaii,Hawaii,2020,06,2020-06,12,724,17
2020-06-15,Chicago,Illinois,2020,06,2020-06,98,0,0
2020-06-15,Las Vegas,Nevada,2020,06,2020-06,271,8815,379
2020-06-15,New York,New York,2020,06,2020-06,208,215011,21600
