date,City,State,Year,Month,Year-Month,Num_reviews,Num_cases,Num_deaths
2020-06-16,Los Angeles,California,2020,06,2020-06,283,75084,2959
2020-06-16,Hawaii,Hawaii,2020,06,2020-06,13,728,17
2020-06-16,Chicago,Illinois,2020,06,2020-06,52,0,0
2020-06-16,Las Vegas,Nevada,2020,06,2020-06,134,9157,380
2020-06-16,New York,New York,2020,06,2020-06,106,215342,21619
2020-06-17,Los Angeles,California,2020,06,2020-06,340,77189,2991
2020-06-17,Hawaii,Hawaii,2020,06,2020-06,15,732,17
2020-06-17,Chicago,Illinois,2020,06,2020-06,33,0,0
2020-06-17,Las Vegas,Nevada,2020,06,2020-06,155,9318,386
2020-06-17,New York,New York,2020,06,2020-06,115,215686,21645
2020-06-18,Los Angeles,California,2020,06,2020-06,321,78227,3027
2020-06-18,Hawaii,Hawaii,2020,06,2020-06,14,750,17
2020-06-18,Chicago,Illinois,2020,06,2020-06,58,0,0
2020-06-18,Las Vegas,Nevada,2020,06,2020-06,184,9535,387
2020-06-18,New York,New York,2020,06,2020-06,120,216013,21673
2020-06-19,Los Angeles,California,2020,06,2020-06,371,79609,3063
2020-06-19,Hawaii,Hawaii,2020,06,2020-06,27,777,17
2020-06-19,Chicago,Illinois,2020,06,2020-06,70,0,0
2020-06-19,Las Vegas,Nevada,2020,06,2020-06,192,9852,390
2020-06-19,New York,New York,2020,06,2020-06,137,216421,21710
2020-06-20,Los Angeles,California,2020,06,2020-06,414,81636,3110
2020-06-20,Hawaii,Hawaii,2020,06,2020-06,31,791,17
2020-06-20,Chicago,Illinois,2020,06,2020-06,71,0,0
2020-06-20,Las Vegas,Nevada,2020,06,2020-06,153,10259,397
2020-06-20,New York,New York,2020,06,2020-06,176,216803,21719
2020-06-21,Los Angeles,California,2020,06,2020-06,645,83397,3120
2020-06-21,Hawaii,Hawaii,2020,06,2020-06,71,802,17
2020-06-21,Chicago,Illinois,2020,06,2020-06,182,0,0
2020-06-21,Las Vegas,Nevada,2020,06,2020-06,369,10486,398
2020-06-21,New York,New York,2020,06,2020-06,257,217189,21753
2020-06-22,Los Angeles,California,2020,06,2020-06,472,85942,3137
2020-06-22,Hawaii,Hawaii,2020,06,2020-06,68,804,17
2020-06-22,Chicago,Illinois,2020,06,2020-06,92,0,0
2020-06-22,Las Vegas,Nevada,2020,06,2020-06,267,10774,400
2020-06-22,New York,New York,2020,06,2020-06,207,217487,21796
2020-06-23,Los Angeles,California,2020,06,2020-06,317,88262,3171
2020-06-23,Hawaii,Hawaii,2020,06,2020-06,38,807,17
2020-06-23,Chicago,Illinois,2020,06,2020-06,60,0,0
2020-06-23,Las Vegas,Nevada,2020,06,2020-06,160,11186,402
2020-06-23,New York,New York,2020,06,2020-06,129,217803,21817
2020-06-24,Los Angeles,California,2020,06,2020-06,314,89490,3205
2020-06-24,Hawaii,Hawaii,2020,06,2020-06,23,821,17
2020-06-24,Chicago,Illinois,2020,06,2020-06,67,0,0
2020-06-24,Las Vegas,Nevada,2020,06,2020-06,130,11481,404
2020-06-24,New York,New York,2020,06,2020-06,140,218089,21838
2020-06-25,Los Angeles,California,2020,06,2020-06,356,91467,3246
2020-06-25,Hawaii,Hawaii,2020,06,2020-06,32,836,17
2020-06-25,Chicago,Illinois,2020,06,2020-06,66,0,0
2020-06-25,Las Vegas,Nevada,2020,06,2020-06,201,11878,405
2020-06-25,New York,New York,2020,06,2020-06,135,218429,21856
2020-06-26,Los Angeles,California,2020,06,2020-06,441,93232,3267
2020-06-26,Hawaii,Hawaii,2020,06,2020-06,35,850,17
2020-06-26,Chicago,Illinois,2020,06,2020-06,101,0,0
2020-06-26,Las Vegas,Nevada,2020,06,2020-06,203,12204,408
2020-06-26,New York,New York,2020,06,2020-06,167,218799,21893
2020-06-27,Los Angeles,California,2020,06,2020-06,424,95371,3285
2020-06-27,Hawaii,Hawaii,2020,06,2020-06,36,856,18
2020-06-27,Chicago,Illinois,2020,06,2020-06,84,0,0
2020-06-27,Las Vegas,Nevada,2020,06,2020-06,138,13174,410
2020-06-27,New York,New York,2020,06,2020-06,165,219157,21913
2020-06-28,Los Angeles,California,2020,06,2020-06,807,97894,3305
2020-06-28,Hawaii,Hawaii,2020,06,2020-06,88,883,18
2020-06-28,Chicago,Illinois,2020,06,2020-06,214,0,0
2020-06-28,Las Vegas,Nevada,2020,06,2020-06,466,13910,410
2020-06-28,New York,New York,2020,06,2020-06,295,219481,21940
2020-06-29,Los Angeles,California,2020,06,2020-06,553,100772,3326
2020-06-29,Hawaii,Hawaii,2020,06,2020-06,59,884,18
2020-06-29,Chicago,Illinois,2020,06,2020-06,131,0,0
2020-06-29,Las Vegas,Nevada,2020,06,2020-06,302,14607,414
2020-06-29,New York,New York,2020,06,2020-06,236,219670,21941
2020-06-30,Los Angeles,California,2020,06,2020-06,543,103529,3369
2020-06-30,Hawaii,Hawaii,2020,06,2020-06,51,901,18
2020-06-30,Chicago,Illinois,2020,06,2020-06,116,0,0
2020-06-30,Las Vegas,Nevada,2020,06,2020-06,191,15095,416
2020-06-30,New York,New York,2020,06,2020-06,261,219844,22566
2020-07-01,Los Angeles,California,2020,07,2020-07,466,105507,3402
2020-07-01,Hawaii,Hawaii,2020,07,2020-07,58,909,18
2020-07-01,Chicago,Illinois,2020,07,2020-07,97,0,0
2020-07-01,Las Vegas,Nevada,2020,07,2020-07,192,15604,420
2020-07-01,New York,New York,2020,07,2020-07,210,220143,22574
2020-07-02,Los Angeles,California,2020,07,2020-07,431,107667,3454
2020-07-02,Hawaii,Hawaii,2020,07,2020-07,52,929,18
2020-07-02,Chicago,Illinois,2020,07,2020-07,106,0,0
2020-07-02,Las Vegas,Nevada,2020,07,2020-07,209,16180,432
2020-07-02,New York,New York,2020,07,2020-07,172,220567,22593
2020-07-03,Los Angeles,California,2020,07,2020-07,492,110310,3454
2020-07-03,Hawaii,Hawaii,2020,07,2020-07,39,957,19
2020-07-03,Chicago,Illinois,2020,07,2020-07,100,0,0
2020-07-03,Las Vegas,Nevada,2020,07,2020-07,241,17028,435
2020-07-03,New York,New York,2020,07,2020-07,206,221028,22610
2020-07-04,Los Angeles,California,2020,07,2020-07,352,113497,3454
2020-07-04,Hawaii,Hawaii,2020,07,2020-07,62,981,19
2020-07-04,Chicago,Illinois,2020,07,2020-07,75,0,0
2020-07-04,Las Vegas,Nevada,2020,07,2020-07,126,17707,435
2020-07-04,New York,New York,2020,07,2020-07,169,221395,22630
2020-07-05,Los Angeles,California,2020,07,2020-07,984,114993,3487
2020-07-05,Hawaii,Hawaii,2020,07,2020-07,255,1005,19
2020-07-05,Chicago,Illinois,2020,07,2020-07,305,0,0
2020-07-05,Las Vegas,Nevada,2020,07,2020-07,561,18442,439
2020-07-05,New York,New York,2020,07,2020-07,386,221637,22661
2020-07-06,Los Angeles,California,2020,07,2020-07,654,116570,3534
2020-07-06,Hawaii,Hawaii,2020,07,2020-07,156,1012,19
2020-07-06,Chicago,Illinois,2020,07,2020-07,160,0,0
2020-07-06,Las Vegas,Nevada,2020,07,2020-07,396,18818,439
2020-07-06,New York,New York,2020,07,2020-07,326,221882,22672
2020-07-07,Los Angeles,California,2020,07,2020-07,404,120539,3579
2020-07-07,Hawaii,Hawaii,2020,07,2020-07,71,1053,19
2020-07-07,Chicago,Illinois,2020,07,2020-07,93,0,0
2020-07-07,Las Vegas,Nevada,2020,07,2020-07,214,19654,450
2020-07-07,New York,New York,2020,07,2020-07,159,222156,22690
2020-07-08,Los Angeles,California,2020,07,2020-07,449,123004,3642
2020-07-08,Hawaii,Hawaii,2020,07,2020-07,57,1076,19
2020-07-08,Chicago,Illinois,2020,07,2020-07,89,0,0
2020-07-08,Las Vegas,Nevada,2020,07,2020-07,171,20126,454
2020-07-08,New York,New York,2020,07,2020-07,187,222444,22696
2020-07-09,Los Angeles,California,2020,07,2020-07,409,124738,3689
2020-07-09,Hawaii,Hawaii,2020,07,2020-07,45,1112,19
2020-07-09,Chicago,Illinois,2020,07,2020-07,73,0,0
2020-07-09,Las Vegas,Nevada,2020,07,2020-07,230,20622,468
2020-07-09,New York,New York,2020,07,2020-07,160,222723,22719
2020-07-10,Los Angeles,California,2020,07,2020-07,497,127358,3738
2020-07-10,Hawaii,Hawaii,2020,07,2020-07,63,1139,19
2020-07-10,Chicago,Illinois,2020,07,2020-07,112,0,0
2020-07-10,Las Vegas,Nevada,2020,07,2020-07,237,21449,473
2020-07-10,New York,New York,2020,07,2020-07,205,223078,22739
2020-07-11,Los Angeles,California,2020,07,2020-07,454,130242,3793
2020-07-11,Hawaii,Hawaii,2020,07,2020-07,54,1181,19
2020-07-11,Chicago,Illinois,2020,07,2020-07,85,0,0
2020-07-11,Las Vegas,Nevada,2020,07,2020-07,167,22286,483
2020-07-11,New York,New York,2020,07,2020-07,231,223382,22750
2020-07-12,Los Angeles,California,2020,07,2020-07,850,133549,3809
2020-07-12,Hawaii,Hawaii,2020,07,2020-07,131,1201,19
2020-07-12,Chicago,Illinois,2020,07,2020-07,261,0,0
2020-07-12,Las Vegas,Nevada,2020,07,2020-07,442,23048,483
2020-07-12,New York,New York,2020,07,2020-07,364,223725,22755
2020-07-13,Los Angeles,California,2020,07,2020-07,567,136129,3822
2020-07-13,Hawaii,Hawaii,2020,07,2020-07,98,1222,21
2020-07-13,Chicago,Illinois,2020,07,2020-07,152,0,0
2020-07-13,Las Vegas,Nevada,2020,07,2020-07,329,23803,483
2020-07-13,New York,New York,2020,07,2020-07,254,223977,22795
2020-07-14,Los Angeles,California,2020,07,2020-07,384,140307,3894
2020-07-14,Hawaii,Hawaii,2020,07,2020-07,64,1243,21
2020-07-14,Chicago,Illinois,2020,07,2020-07,99,0,0
2020-07-14,Las Vegas,Nevada,2020,07,2020-07,197,24824,498
2020-07-14,New York,New York,2020,07,2020-07,151,224293,22808
2020-07-15,Los Angeles,California,2020,07,2020-07,416,143009,3936
2020-07-15,Hawaii,Hawaii,2020,07,2020-07,66,1271,21
2020-07-15,Chicago,Illinois,2020,07,2020-07,100,0,0
2020-07-15,Las Vegas,Nevada,2020,07,2020-07,195,25611,502
2020-07-15,New York,New York,2020,07,2020-07,173,224662,22825
2020-07-16,Los Angeles,California,2020,07,2020-07,389,147468,3988
2020-07-16,Hawaii,Hawaii,2020,07,2020-07,63,1290,21
2020-07-16,Chicago,Illinois,2020,07,2020-07,99,0,0
2020-07-16,Las Vegas,Nevada,2020,07,2020-07,213,26926,507
2020-07-16,New York,New York,2020,07,2020-07,197,225045,22842
2020-07-17,Los Angeles,California,2020,07,2020-07,486,150319,4047
2020-07-17,Hawaii,Hawaii,2020,07,2020-07,68,1312,22
2020-07-17,Chicago,Illinois,2020,07,2020-07,109,0,0
2020-07-17,Las Vegas,Nevada,2020,07,2020-07,238,28189,518
2020-07-17,New York,New York,2020,07,2020-07,225,225414,22848
2020-07-18,Los Angeles,California,2020,07,2020-07,471,153041,4084
2020-07-18,Hawaii,Hawaii,2020,07,2020-07,67,1332,23
2020-07-18,Chicago,Illinois,2020,07,2020-07,85,0,0
2020-07-18,Las Vegas,Nevada,2020,07,2020-07,175,29304,527
2020-07-18,New York,New York,2020,07,2020-07,231,225799,22859
2020-07-19,Los Angeles,California,2020,07,2020-07,853,155887,4095
2020-07-19,Hawaii,Hawaii,2020,07,2020-07,162,1359,23
2020-07-19,Chicago,Illinois,2020,07,2020-07,291,0,0
2020-07-19,Las Vegas,Nevada,2020,07,2020-07,460,30432,527
2020-07-19,New York,New York,2020,07,2020-07,413,226104,22872
2020-07-20,Los Angeles,California,2020,07,2020-07,622,159045,4104
2020-07-20,Hawaii,Hawaii,2020,07,2020-07,151,1371,23
2020-07-20,Chicago,Illinois,2020,07,2020-07,161,0,0
2020-07-20,Las Vegas,Nevada,2020,07,2020-07,375,31312,527
2020-07-20,New York,New York,2020,07,2020-07,259,226388,22882
2020-07-21,Los Angeles,California,2020,07,2020-07,421,161673,4154
2020-07-21,Hawaii,Hawaii,2020,07,2020-07,62,1396,23
2020-07-21,Chicago,Illinois,2020,07,2020-07,89,0,0
2020-07-21,Las Vegas,Nevada,2020,07,2020-07,211,32025,553
2020-07-21,New York,New York,2020,07,2020-07,181,226779,22895
2020-07-22,Los Angeles,California,2020,07,2020-07,389,164870,4213
2020-07-22,Hawaii,Hawaii,2020,07,2020-07,71,1413,24
2020-07-22,Chicago,Illinois,2020,07,2020-07,82,0,0
2020-07-22,Las Vegas,Nevada,2020,07,2020-07,190,33057,577
2020-07-22,New York,New York,2020,07,2020-07,180,227130,22899
2020-07-23,Los Angeles,California,2020,07,2020-07,408,166848,4262
2020-07-23,Hawaii,Hawaii,2020,07,2020-07,65,1468,25
2020-07-23,Chicago,Illinois,2020,07,2020-07,104,0,0
2020-07-23,Las Vegas,Nevada,2020,07,2020-07,219,34209,580
2020-07-23,New York,New York,2020,07,2020-07,181,227517,22934
2020-07-24,Los Angeles,California,2020,07,2020-07,493,168757,4300
2020-07-24,Hawaii,Hawaii,2020,07,2020-07,49,1526,25
2020-07-24,Chicago,Illinois,2020,07,2020-07,128,0,0
2020-07-24,Las Vegas,Nevada,2020,07,2020-07,253,35000,592
2020-07-24,New York,New York,2020,07,2020-07,226,227882,22936
2020-07-25,Los Angeles,California,2020,07,2020-07,444,172325,4351
2020-07-25,Hawaii,Hawaii,2020,07,2020-07,89,1597,25
2020-07-25,Chicago,Illinois,2020,07,2020-07,97,0,0
2020-07-25,Las Vegas,Nevada,2020,07,2020-07,166,35786,601
2020-07-25,New York,New York,2020,07,2020-07,217,228220,22947
2020-07-26,Los Angeles,California,2020,07,2020-07,869,173995,4360
2020-07-26,Hawaii,Hawaii,2020,07,2020-07,115,1660,25
2020-07-26,Chicago,Illinois,2020,07,2020-07,296,0,0
2020-07-26,Las Vegas,Nevada,2020,07,2020-07,466,36593,601
2020-07-26,New York,New York,2020,07,2020-07,398,228445,22956
2020-07-27,Los Angeles,California,2020,07,2020-07,604,176028,4375
2020-07-27,Hawaii,Hawaii,2020,07,2020-07,104,1688,25
2020-07-27,Chicago,Illinois,2020,07,2020-07,151,0,0
2020-07-27,Las Vegas,Nevada,2020,07,2020-07,360,37492,606
2020-07-27,New York,New York,2020,07,2020-07,255,228740,22970
2020-07-28,Los Angeles,California,2020,07,2020-07,403,178642,4426
2020-07-28,Hawaii,Hawaii,2020,07,2020-07,44,1734,25
2020-07-28,Chicago,Illinois,2020,07,2020-07,101,0,0
2020-07-28,Las Vegas,Nevada,2020,07,2020-07,195,38534,626
2020-07-28,New York,New York,2020,07,2020-07,178,228939,22977
2020-07-29,Los Angeles,California,2020,07,2020-07,406,183383,4516
2020-07-29,Hawaii,Hawaii,2020,07,2020-07,61,1842,25
2020-07-29,Chicago,Illinois,2020,07,2020-07,96,0,0
2020-07-29,Las Vegas,Nevada,2020,07,2020-07,176,39345,645
2020-07-29,New York,New York,2020,07,2020-07,185,229237,22982
2020-07-30,Los Angeles,California,2020,07,2020-07,403,185872,4552
2020-07-30,Hawaii,Hawaii,2020,07,2020-07,68,1966,25
2020-07-30,Chicago,Illinois,2020,07,2020-07,100,0,0
2020-07-30,Las Vegas,Nevada,2020,07,2020-07,234,40193,664
2020-07-30,New York,New York,2020,07,2020-07,209,229551,22996
2020-07-31,Los Angeles,California,2020,07,2020-07,731,188481,4621
2020-07-31,Hawaii,Hawaii,2020,07,2020-07,111,2088,25
2020-07-31,Chicago,Illinois,2020,07,2020-07,153,0,0
2020-07-31,Las Vegas,Nevada,2020,07,2020-07,307,41245,687
2020-07-31,New York,New York,2020,07,2020-07,376,229834,23002
2020-08-01,Los Angeles,California,2020,08,2020-08,559,190693,4669
2020-08-01,Hawaii,Hawaii,2020,08,2020-08,96,2174,25
2020-08-01,Chicago,Illinois,2020,08,2020-08,122,0,0
2020-08-01,Las Vegas,Nevada,2020,08,2020-08,200,42167,688
2020-08-01,New York,New York,2020,08,2020-08,309,230147,23007
2020-08-02,Los Angeles,California,2020,08,2020-08,850,192167,4692
2020-08-02,Hawaii,Hawaii,2020,08,2020-08,171,2219,25
2020-08-02,Chicago,Illinois,2020,08,2020-08,282,0,0
2020-08-02,Las Vegas,Nevada,2020,08,2020-08,422,43147,688
2020-08-02,New York,New York,2020,08,2020-08,432,230410,23012
2020-08-03,Los Angeles,California,2020,08,2020-08,626,193788,4701
2020-08-03,Hawaii,Hawaii,2020,08,2020-08,122,2425,25
2020-08-03,Chicago,Illinois,2020,08,2020-08,165,0,0
2020-08-03,Las Vegas,Nevada,2020,08,2020-08,364,44066,702
2020-08-03,New York,New York,2020,08,2020-08,289,230648,23021
2020-08-04,Los Angeles,California,2020,08,2020-08,404,195614,4758
2020-08-04,Hawaii,Hawaii,2020,08,2020-08,60,2568,26
2020-08-04,Chicago,Illinois,2020,08,2020-08,98,0,0
2020-08-04,Las Vegas,Nevada,2020,08,2020-08,183,44997,716
2020-08-04,New York,New York,2020,08,2020-08,174,230964,23027
2020-08-05,Los Angeles,California,2020,08,2020-08,414,197912,4825
2020-08-05,Hawaii,Hawaii,2020,08,2020-08,79,2740,26
2020-08-05,Chicago,Illinois,2020,08,2020-08,112,0,0
2020-08-05,Las Vegas,Nevada,2020,08,2020-08,156,45563,744
2020-08-05,New York,New York,2020,08,2020-08,193,231268,23034
2020-08-06,Los Angeles,California,2020,08,2020-08,446,201106,4869
2020-08-06,Hawaii,Hawaii,2020,08,2020-08,65,2891,28
2020-08-06,Chicago,Illinois,2020,08,2020-08,93,0,0
2020-08-06,Las Vegas,Nevada,2020,08,2020-08,224,46185,752
2020-08-06,New York,New York,2020,08,2020-08,165,231600,23563
2020-08-07,Los Angeles,California,2020,08,2020-08,558,204167,4918
2020-08-07,Hawaii,Hawaii,2020,08,2020-08,59,3092,30
2020-08-07,Chicago,Illinois,2020,08,2020-08,110,0,0
2020-08-07,Las Vegas,Nevada,2020,08,2020-08,260,46990,770
2020-08-07,New York,New York,2020,08,2020-08,219,231942,23567
2020-08-08,Los Angeles,California,2020,08,2020-08,544,206761,4967
2020-08-08,Hawaii,Hawaii,2020,08,2020-08,65,3323,30
2020-08-08,Chicago,Illinois,2020,08,2020-08,101,0,0
2020-08-08,Las Vegas,Nevada,2020,08,2020-08,176,47739,799
2020-08-08,New York,New York,2020,08,2020-08,263,232271,23575
2020-08-09,Los Angeles,California,2020,08,2020-08,867,208528,4977
2020-08-09,Hawaii,Hawaii,2020,08,2020-08,140,3475,30
2020-08-09,Chicago,Illinois,2020,08,2020-08,303,0,0
2020-08-09,Las Vegas,Nevada,2020,08,2020-08,464,48466,807
2020-08-09,New York,New York,2020,08,2020-08,452,232517,23580
2020-08-10,Los Angeles,California,2020,08,2020-08,690,210424,4996
2020-08-10,Hawaii,Hawaii,2020,08,2020-08,149,3615,33
2020-08-10,Chicago,Illinois,2020,08,2020-08,165,0,0
2020-08-10,Las Vegas,Nevada,2020,08,2020-08,376,49151,811
2020-08-10,New York,New York,2020,08,2020-08,289,232756,23586
2020-08-11,Los Angeles,California,2020,08,2020-08,441,211808,5057
2020-08-11,Hawaii,Hawaii,2020,08,2020-08,58,3733,35
2020-08-11,Chicago,Illinois,2020,08,2020-08,87,0,0
2020-08-11,Las Vegas,Nevada,2020,08,2020-08,185,49646,828
2020-08-11,New York,New York,2020,08,2020-08,203,233030,23592
2020-08-12,Los Angeles,California,2020,08,2020-08,460,214197,5109
2020-08-12,Hawaii,Hawaii,2020,08,2020-08,43,3935,37
2020-08-12,Chicago,Illinois,2020,08,2020-08,104,0,0
2020-08-12,Las Vegas,Nevada,2020,08,2020-08,189,50081,842
2020-08-12,New York,New York,2020,08,2020-08,189,233422,23602
2020-08-13,Los Angeles,California,2020,08,2020-08,473,216139,5171
2020-08-13,Hawaii,Hawaii,2020,08,2020-08,39,4289,39
2020-08-13,Chicago,Illinois,2020,08,2020-08,113,0,0
2020-08-13,Las Vegas,Nevada,2020,08,2020-08,207,50569,869
2020-08-13,New York,New York,2020,08,2020-08,207,233859,23610
2020-08-14,Los Angeles,California,2020,08,2020-08,523,218693,5214
2020-08-14,Hawaii,Hawaii,2020,08,2020-08,53,4520,39
2020-08-14,Chicago,Illinois,2020,08,2020-08,119,0,0
2020-08-14,Las Vegas,Nevada,2020,08,2020-08,247,51457,884
2020-08-14,New York,New York,2020,08,2020-08,231,234223,23615
2020-08-15,Los Angeles,California,2020,08,2020-08,545,220762,5245
2020-08-15,Hawaii,Hawaii,2020,08,2020-08,54,4802,39
2020-08-15,Chicago,Illinois,2020,08,2020-08,128,0,0
2020-08-15,Las Vegas,Nevada,2020,08,2020-08,192,52239,908
2020-08-15,New York,New York,2020,08,2020-08,259,234609,23621
2020-08-16,Los Angeles,California,2020,08,2020-08,954,221950,5254
2020-08-16,Hawaii,Hawaii,2020,08,2020-08,92,5019,39
2020-08-16,Chicago,Illinois,2020,08,2020-08,271,0,0
2020-08-16,Las Vegas,Nevada,2020,08,2020-08,477,52867,910
2020-08-16,New York,New York,2020,08,2020-08,441,234918,23628
2020-08-17,Los Angeles,California,2020,08,2020-08,700,223131,5273
2020-08-17,Hawaii,Hawaii,2020,08,2020-08,68,5192,39
2020-08-17,Chicago,Illinois,2020,08,2020-08,159,0,0
2020-08-17,Las Vegas,Nevada,2020,08,2020-08,364,53458,913
2020-08-17,New York,New York,2020,08,2020-08,329,235155,23634
2020-08-18,Los Angeles,California,2020,08,2020-08,409,224031,5335
2020-08-18,Hawaii,Hawaii,2020,08,2020-08,30,5326,40
2020-08-18,Chicago,Illinois,2020,08,2020-08,76,0,0
2020-08-18,Las Vegas,Nevada,2020,08,2020-08,194,54076,937
2020-08-18,New York,New York,2020,08,2020-08,212,235446,23642
2020-08-19,Los Angeles,California,2020,08,2020-08,453,225827,5392
2020-08-19,Hawaii,Hawaii,2020,08,2020-08,34,5586,41
2020-08-19,Chicago,Illinois,2020,08,2020-08,99,0,0
2020-08-19,Las Vegas,Nevada,2020,08,2020-08,191,54353,969
2020-08-19,New York,New York,2020,08,2020-08,197,235714,23643
2020-08-20,Los Angeles,California,2020,08,2020-08,469,227346,5446
2020-08-20,Hawaii,Hawaii,2020,08,2020-08,40,5821,44
2020-08-20,Chicago,Illinois,2020,08,2020-08,94,0,0
2020-08-20,Las Vegas,Nevada,2020,08,2020-08,195,54795,1006
2020-08-20,New York,New York,2020,08,2020-08,226,235985,23639
2020-08-21,Los Angeles,California,2020,08,2020-08,530,229054,5491
2020-08-21,Hawaii,Hawaii,2020,08,2020-08,40,6049,45
2020-08-21,Chicago,Illinois,2020,08,2020-08,98,0,0
2020-08-21,Las Vegas,Nevada,2020,08,2020-08,228,55521,1015
2020-08-21,New York,New York,2020,08,2020-08,242,236269,23641
2020-08-22,Los Angeles,California,2020,08,2020-08,480,230662,5537
2020-08-22,Hawaii,Hawaii,2020,08,2020-08,50,6333,46
2020-08-22,Chicago,Illinois,2020,08,2020-08,112,0,0
2020-08-22,Las Vegas,Nevada,2020,08,2020-08,177,56010,1027
2020-08-22,New York,New York,2020,08,2020-08,255,236534,23646
2020-08-23,Los Angeles,California,2020,08,2020-08,927,231695,5545
2020-08-23,Hawaii,Hawaii,2020,08,2020-08,97,6577,46
2020-08-23,Chicago,Illinois,2020,08,2020-08,297,0,0
2020-08-23,Las Vegas,Nevada,2020,08,2020-08,489,56464,1027
2020-08-23,New York,New York,2020,08,2020-08,519,236822,23658
2020-08-24,Los Angeles,California,2020,08,2020-08,606,232893,5558
2020-08-24,Hawaii,Hawaii,2020,08,2020-08,45,6746,48
2020-08-24,Chicago,Illinois,2020,08,2020-08,135,0,0
2020-08-24,Las Vegas,Nevada,2020,08,2020-08,343,56796,1028
2020-08-24,New York,New York,2020,08,2020-08,304,237032,23662
2020-08-25,Los Angeles,California,2020,08,2020-08,430,233777,5605
2020-08-25,Hawaii,Hawaii,2020,08,2020-08,31,6961,48
2020-08-25,Chicago,Illinois,2020,08,2020-08,82,0,0
2020-08-25,Las Vegas,Nevada,2020,08,2020-08,171,57131,1058
2020-08-25,New York,New York,2020,08,2020-08,242,237263,23666
2020-08-26,Los Angeles,California,2020,08,2020-08,413,235386,5663
2020-08-26,Hawaii,Hawaii,2020,08,2020-08,28,7236,50
2020-08-26,Chicago,Illinois,2020,08,2020-08,74,0,0
2020-08-26,Las Vegas,Nevada,2020,08,2020-08,178,57283,1078
2020-08-26,New York,New York,2020,08,2020-08,195,237525,23669
2020-08-27,Los Angeles,California,2020,08,2020-08,461,236986,5701
2020-08-27,Hawaii,Hawaii,2020,08,2020-08,33,7542,54
2020-08-27,Chicago,Illinois,2020,08,2020-08,102,0,0
2020-08-27,Las Vegas,Nevada,2020,08,2020-08,187,57756,1099
2020-08-27,New York,New York,2020,08,2020-08,204,237838,23674
2020-08-28,Los Angeles,California,2020,08,2020-08,503,238458,5732
2020-08-28,Hawaii,Hawaii,2020,08,2020-08,35,7806,58
2020-08-28,Chicago,Illinois,2020,08,2020-08,117,0,0
2020-08-28,Las Vegas,Nevada,2020,08,2020-08,200,58292,1111
2020-08-28,New York,New York,2020,08,2020-08,230,238107,23680
2020-08-29,Los Angeles,California,2020,08,2020-08,505,239756,5759
2020-08-29,Hawaii,Hawaii,2020,08,2020-08,37,8115,61
2020-08-29,Chicago,Illinois,2020,08,2020-08,90,0,0
2020-08-29,Las Vegas,Nevada,2020,08,2020-08,194,58789,1126
2020-08-29,New York,New York,2020,08,2020-08,255,238385,23683
2020-08-30,Los Angeles,California,2020,08,2020-08,942,240749,5769
2020-08-30,Hawaii,Hawaii,2020,08,2020-08,78,8315,62
2020-08-30,Chicago,Illinois,2020,08,2020-08,285,0,0
2020-08-30,Las Vegas,Nevada,2020,08,2020-08,449,59153,1126
2020-08-30,New York,New York,2020,08,2020-08,480,238677,23689
2020-08-31,Los Angeles,California,2020,08,2020-08,821,241768,5784
2020-08-31,Hawaii,Hawaii,2020,08,2020-08,103,8447,69
2020-08-31,Chicago,Illinois,2020,08,2020-08,221,0,0
2020-08-31,Las Vegas,Nevada,2020,08,2020-08,425,59420,1126
2020-08-31,New York,New York,2020,08,2020-08,534,238938,23695
2020-09-01,Los Angeles,California,2020,09,2020-09,493,242521,5829
2020-09-01,Hawaii,Hawaii,2020,09,2020-09,59,8628,73
2020-09-01,Chicago,Illinois,2020,09,2020-09,108,0,0
2020-09-01,Las Vegas,Nevada,2020,09,2020-09,189,59716,1134
2020-09-01,New York,New York,2020,09,2020-09,291,239246,23703
2020-09-02,Los Angeles,California,2020,09,2020-09,388,243935,5878
2020-09-02,Hawaii,Hawaii,2020,09,2020-09,36,8966,74
2020-09-02,Chicago,Illinois,2020,09,2020-09,87,0,0
2020-09-02,Las Vegas,Nevada,2020,09,2020-09,136,59857,1157
2020-09-02,New York,New York,2020,09,2020-09,206,239512,23708
2020-09-03,Los Angeles,California,2020,09,2020-09,417,244999,5932
2020-09-03,Hawaii,Hawaii,2020,09,2020-09,31,9177,78
2020-09-03,Chicago,Illinois,2020,09,2020-09,89,0,0
2020-09-03,Las Vegas,Nevada,2020,09,2020-09,201,60144,1181
2020-09-03,New York,New York,2020,09,2020-09,187,239815,23710
2020-09-04,Los Angeles,California,2020,09,2020-09,555,246407,5977
2020-09-04,Hawaii,Hawaii,2020,09,2020-09,44,9448,80
2020-09-04,Chicago,Illinois,2020,09,2020-09,114,0,0
2020-09-04,Las Vegas,Nevada,2020,09,2020-09,218,60514,1190
2020-09-04,New York,New York,2020,09,2020-09,243,240139,23716
2020-09-05,Los Angeles,California,2020,09,2020-09,461,247542,6000
2020-09-05,Hawaii,Hawaii,2020,09,2020-09,29,9667,83
2020-09-05,Chicago,Illinois,2020,09,2020-09,104,0,0
2020-09-05,Las Vegas,Nevada,2020,09,2020-09,194,60819,1203
2020-09-05,New York,New York,2020,09,2020-09,270,240416,23721
